,RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance.x,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019,UniqueID,Yearplanted,Current.name,TaxonoriginalDN,Section,Diam.1.Bark,Diam.1.peeled,Diam.2.Bark,Diam.2.peeled,bark.thickness,WD,Volume.wood,Leaf.dry.weight,Wood.dry.weight,Provenance.y,Drought2006Scale,latitude,longitude,Stateoccurrence,Regeneration.Strategy,ai_et0,et0_yr,AICorrected,MAT,TWQ,TCQ,MAP,PWM,PDM,PS,PWarmQ,PDQ,PWetQ,PCQ,MDR,ISOT,TS,MaxTWM,MinTCM,TAR,MTWQ,MeanTDQ,et0_yr_corrected,PrecDeficit,ConsevationStatusNSW
384,R166/T17,-29.96,1.4,48.8,Eucalyptus decolor,DN 2545,"Boynedale, Qld",1999,CCA3343,2545,Eucalyptus decolor,D.Nicolle,2545,24,11,51,151,16,32,166,17,Alive,None evident,,None evident,Flowered,2545,1999,Eucalyptus decolor,Eucalyptus decolor,Adnataria,11.36,9.04,10.54,8.07,2.395,0.700374532,2.67,1.87,2.5013,"Boynedale, Qld",0,-24.1975,151.2755556,Qld,Combination,4871,1872,0.4871,21.26666641,25.36666679,16.14999962,912,169,30,58.47696686,427,99,427,99,10.33333302,50.65359497,376.1004028,30.29999924,9.899999619,20.39999962,25.36666679,16.14999962,0.1872,911.8128,
385,R166/T19,-31.25,1,49.2,Eucalyptus decolor,DN 2545,"Boynedale, Qld",1999,CCA3345,2545,Eucalyptus decolor,D.Nicolle,2545,24,11,51,151,16,32,166,19,Alive,Slight,,None evident,Flowered,2545,1999,Eucalyptus decolor,Eucalyptus decolor,Adnataria,8.43,6.68,8.68,6.02,2.205,0.683870968,1.55,1.06,2.5675,"Boynedale, Qld",0,-24.1975,151.2755556,Qld,Combination,4871,1872,0.4871,21.26666641,25.36666679,16.14999962,912,169,30,58.47696686,427,99,427,99,10.33333302,50.65359497,376.1004028,30.29999924,9.899999619,20.39999962,25.36666679,16.14999962,0.1872,911.8128,
386,R166/T20,-30.43,1.2,49.5,Eucalyptus decolor,DN 2545,"Boynedale, Qld",1999,CCA3346,2545,Eucalyptus decolor,D.Nicolle,2545,24,11,51,151,16,32,166,20,Alive,None evident,,None evident,Flowered,2545,1999,Eucalyptus decolor,Eucalyptus decolor,Adnataria,12.05,8.27,10.74,9.57,2.475,0.697068404,3.07,2.14,2.5191,"Boynedale, Qld",0,-24.1975,151.2755556,Qld,Combination,4871,1872,0.4871,21.26666641,25.36666679,16.14999962,912,169,30,58.47696686,427,99,427,99,10.33333302,50.65359497,376.1004028,30.29999924,9.899999619,20.39999962,25.36666679,16.14999962,0.1872,911.8128,
390,R170/T05,-29.35,0.8,46.9,Eucalyptus quadricostata,DN 2533,"Pentland, Qld",1999,CCA3409,2533,Eucalyptus quadricostata,D.Nicolle,2533,20,28,50,145,18,58,170,5,Alive,None evident,,None evident,Flowered,2533,1999,Eucalyptus quadricostata,Eucalyptus quadricostata,Adnataria,9.57,7.78,9.51,7.4,1.95,0.66367713,2.23,1.48,5.5685,"Pentland, Qld",0,-20.48055556,145.3161111,Qld,Combination,2719,2320,0.2719,22.64999962,27.29999924,16.78333282,631,143,9,85.0749588,355,34,355,38,12.33333302,50.54644775,432.9969482,33.79999924,9.399999619,24.39999962,27.29999924,18.25,0.232,630.768,
391,R170/T06,-29.24,1,47.3,Eucalyptus quadricostata,DN 2533,"Pentland, Qld",1999,CCA3410,2533,Eucalyptus quadricostata,D.Nicolle,2533,20,28,50,145,18,58,170,6,Alive,None evident,,None evident,Flowered,2533,1999,Eucalyptus quadricostata,Eucalyptus quadricostata,Adnataria,9.59,7.94,9.39,7.32,1.86,0.637254902,2.04,1.3,3.3163,"Pentland, Qld",0,-20.48055556,145.3161111,Qld,Combination,2719,2320,0.2719,22.64999962,27.29999924,16.78333282,631,143,9,85.0749588,355,34,355,38,12.33333302,50.54644775,432.9969482,33.79999924,9.399999619,24.39999962,27.29999924,18.25,0.232,630.768,
392,R170/T07,-28.85,0.8,46.6,Eucalyptus quadricostata,DN 2533,"Pentland, Qld",1999,CCA3411,2533,Eucalyptus quadricostata,D.Nicolle,2533,20,28,50,145,18,58,170,7,Alive,None evident,,None evident,Flowered,2533,1999,Eucalyptus quadricostata,Eucalyptus quadricostata,Adnataria,9,7.02,8.65,6.48,2.075,0.654761905,1.68,1.1,2.776,"Pentland, Qld",0,-20.48055556,145.3161111,Qld,Combination,2719,2320,0.2719,22.64999962,27.29999924,16.78333282,631,143,9,85.0749588,355,34,355,38,12.33333302,50.54644775,432.9969482,33.79999924,9.399999619,24.39999962,27.29999924,18.25,0.232,630.768,
399,R174/T13,-29.18,1.1,49.8,Eucalyptus camaldulensis subsp. acuta,DN 2553,"Dirranbandi, Qld",1999,CCA3490,2553,Eucalyptus camaldulensis subsp. acuta,D.Nicolle,2553,28,42,12,148,10,9,174,13,Alive,Slight,,None evident,,2553,1999,Eucalyptus camaldulensis subsp. acuta,Eucalyptus camaldulensis subsp. acuta,Exsertaria,11.37,8.51,10.97,8.32,2.755,0.666666667,2.97,1.98,2.9115,"Dirranbandi, Qld",0,-28.70333333,148.1691667,"Qld,NSW",Combination,2021,2250,0.2021,20.4375,27.40000153,12.73333359,455,65,23,32.06536102,165,80,165,81,14.1916666,47.30555344,593.8974609,34.90000153,4.900000095,30.00000191,27.40000153,14.08333397,0.225,454.775,
400,R174/T14,-27.92,1.4,50.2,Eucalyptus camaldulensis subsp. acuta,DN 2553,"Dirranbandi, Qld",1999,CCA3491,2553,Eucalyptus camaldulensis subsp. acuta,D.Nicolle,2553,28,42,12,148,10,9,174,14,Alive,Slight,,None evident,Flowered,2553,1999,Eucalyptus camaldulensis subsp. acuta,Eucalyptus camaldulensis subsp. acuta,Exsertaria,9.65,7.35,9.67,7.51,2.23,0.580246914,2.43,1.41,3.2268,"Dirranbandi, Qld",0,-28.70333333,148.1691667,"Qld,NSW",Combination,2021,2250,0.2021,20.4375,27.40000153,12.73333359,455,65,23,32.06536102,165,80,165,81,14.1916666,47.30555344,593.8974609,34.90000153,4.900000095,30.00000191,27.40000153,14.08333397,0.225,454.775,
401,R174/T15,-27.92,1.1,50.5,Eucalyptus camaldulensis subsp. acuta,DN 2553,"Dirranbandi, Qld",1999,CCA3492,2553,Eucalyptus camaldulensis subsp. acuta,D.Nicolle,2553,28,42,12,148,10,9,174,15,Alive,Slight,,None evident,,2553,1999,Eucalyptus camaldulensis subsp. acuta,Eucalyptus camaldulensis subsp. acuta,Exsertaria,10.93,8.51,10.15,7.72,2.425,0.569023569,2.97,1.69,2.5787,"Dirranbandi, Qld",0,-28.70333333,148.1691667,"Qld,NSW",Combination,2021,2250,0.2021,20.4375,27.40000153,12.73333359,455,65,23,32.06536102,165,80,165,81,14.1916666,47.30555344,593.8974609,34.90000153,4.900000095,30.00000191,27.40000153,14.08333397,0.225,454.775,
404,R175/T16,-27.87,1,48.9,Eucalyptus intertexta,DN 2554,"Gongolgon, NSW",1999,CCA3519,2554,Eucalyptus intertexta,D.Nicolle,2554,30,23,26,146,50,44,175,16,Alive,Slight,,None evident,Flowered,2554,1999,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,11,9.09,10.62,9.35,1.59,0.723463687,3.58,2.59,1.4449,"Gongolgon, NSW",0,-30.39055556,146.8455556,"NSW,SA,Qld, NT, WA",Combination,1816,2207,0.1816,19.72916603,27.01666641,12,401,71,18,42.35029602,159,63,148,63,12.27500057,43.07017517,607.496582,34.20000076,5.699999809,28.5,26.46666718,12,0.2207,400.7793,
405,R175/T17,-28.26,1,48.5,Eucalyptus intertexta,DN 2554,"Gongolgon, NSW",1999,CCA3520,2554,Eucalyptus intertexta,D.Nicolle,2554,30,23,26,146,50,44,175,17,Alive,Slight,,None evident,Flowered,2554,1999,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,10.57,9,10.92,8.72,1.885,0.695290859,3.61,2.51,1.3082,"Gongolgon, NSW",0,-30.39055556,146.8455556,"NSW,SA,Qld, NT, WA",Combination,1816,2207,0.1816,19.72916603,27.01666641,12,401,71,18,42.35029602,159,63,148,63,12.27500057,43.07017517,607.496582,34.20000076,5.699999809,28.5,26.46666718,12,0.2207,400.7793,
406,R175/T18,-27.73,1.3,50.8,Eucalyptus intertexta,DN 2554,"Gongolgon, NSW",1999,CCA3521,2554,Eucalyptus intertexta,D.Nicolle,2554,30,23,26,146,50,44,175,18,Alive,Slight,,None evident,,2554,1999,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,9.69,7.42,9.58,7.53,2.16,0.698979592,1.96,1.37,1.6665,"Gongolgon, NSW",0,-30.39055556,146.8455556,"NSW,SA,Qld, NT, WA",Combination,1816,2207,0.1816,19.72916603,27.01666641,12,401,71,18,42.35029602,159,63,148,63,12.27500057,43.07017517,607.496582,34.20000076,5.699999809,28.5,26.46666718,12,0.2207,400.7793,
407,R177/T01,-27.61,1.2,49.2,Eucalyptus lucens,DN 1353,"Mt Hermannsburg, NT",1999,CCA3549,1353,Eucalyptus lucens,D.Nicolle,1353,24,0,0,132,39,3,177,1,Alive,None evident,,None evident,Flowered,1353,1999,Eucalyptus lucens,Eucalyptus lucens,Adnataria,5.35,3.83,5.04,3.65,1.455,0.774193548,0.62,0.48,1.3686,"Mt Hermannsburg, NT",0,-24,132.6508333,"NT,WA?",Lignotuber,1216,2688,0.1216,20.35416603,27.20000076,12.48333359,327,45,12,45.66047287,127,37,122,44,13.375,44.14191437,602.8887329,35,4.699999809,30.29999924,26.56666565,14.39999962,0.2688,326.7312,
408,R177/T02,-27.01,1.1,48.9,Eucalyptus lucens,DN 1353,"Mt Hermannsburg, NT",1999,CCA3550,1353,Eucalyptus lucens,D.Nicolle,1353,24,0,0,132,39,3,177,2,Alive,None evident,,None evident,Flowered,1353,1999,Eucalyptus lucens,Eucalyptus lucens,Adnataria,9.93,8.17,9.25,7.56,1.725,0.791519435,2.83,2.24,1.5903,"Mt Hermannsburg, NT",0,-24,132.6508333,"NT,WA?",Lignotuber,1216,2688,0.1216,20.35416603,27.20000076,12.48333359,327,45,12,45.66047287,127,37,122,44,13.375,44.14191437,602.8887329,35,4.699999809,30.29999924,26.56666565,14.39999962,0.2688,326.7312,
409,R177/T03,-28.28,1.1,50.7,Eucalyptus lucens,DN 1353,"Mt Hermannsburg, NT",1999,CCA3551,1353,Eucalyptus lucens,D.Nicolle,1353,24,0,0,132,39,3,177,3,Alive,None evident,,None evident,Flowered,1353,1999,Eucalyptus lucens,Eucalyptus lucens,Adnataria,8.01,5.7,7.76,5.98,2.045,0.789473684,1.52,1.2,1.7432,"Mt Hermannsburg, NT",0,-24,132.6508333,"NT,WA?",Lignotuber,1216,2688,0.1216,20.35416603,27.20000076,12.48333359,327,45,12,45.66047287,127,37,122,44,13.375,44.14191437,602.8887329,35,4.699999809,30.29999924,26.56666565,14.39999962,0.2688,326.7312,
410,R177/T12,-29.33,1,51.4,Eucalyptus largiflorens,DN 2556,"Mulyungarie, SA",1999,CCA3557,2556,Eucalyptus largiflorens (green-leaf variant),D.Nicolle,2556,31,46,21,140,53,28,177,12,Alive,None evident,,None evident,Flowered,2556,1999,Eucalyptus largiflorens,Eucalyptus largiflorens (green-leaf variant),Adnataria,10.34,7.28,10.61,8.64,2.515,0.754208754,2.97,2.24,2.7333,"Mulyungarie, SA",0,-31.7725,140.8911111,"Vic,NSW,SA,Qld",Combination,503,2599,0.0503,19.07916641,26.34999847,11.61666679,131,16,8,22.75976944,38,25,33,25,13.82499981,46.70608521,596.1484375,34.59999847,5,29.59999847,19.38333321,11.61666679,0.2599,130.7401,
411,R177/T13,-28.84,0.8,48.9,Eucalyptus largiflorens,DN 2556,"Mulyungarie, SA",1999,CCA3558,2556,Eucalyptus largiflorens (green-leaf variant),D.Nicolle,2556,31,46,21,140,53,28,177,13,Alive,None evident,,None evident,Flowered,2556,1999,Eucalyptus largiflorens,Eucalyptus largiflorens (green-leaf variant),Adnataria,12.33,9.97,11.24,10.19,1.705,0.750556793,4.49,3.37,2.3741,"Mulyungarie, SA",0,-31.7725,140.8911111,"Vic,NSW,SA,Qld",Combination,503,2599,0.0503,19.07916641,26.34999847,11.61666679,131,16,8,22.75976944,38,25,33,25,13.82499981,46.70608521,596.1484375,34.59999847,5,29.59999847,19.38333321,11.61666679,0.2599,130.7401,
414,R178/T09,-29.29,1.1,50,Eucalyptus leucoxylon subsp. pruinosa,DN 2566,"Wilmington, SA",1999,CCA3572,2566,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2566,32,42,20,138,1,37,178,9,Alive,None evident,,None evident,Flowered,2566,1999,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,9.82,7.94,9.89,7.84,1.965,0.665454545,2.75,1.83,1.9015,"Wilmington, SA",0,-32.70555556,138.0269444,"Vic,SA,NSW",Combination,2187,2111,0.2187,15.70833302,21.95000076,9.449999809,462,57,22,33.836689,163,72,77,161,11.08333302,44.87179565,509.7808533,29.39999962,4.699999809,24.70000076,10.3166666,21.76666641,0.2111,461.7889,Threatened
415,R178/T11,-29.17,1.2,51.2,Eucalyptus leucoxylon subsp. pruinosa,DN 2566,"Wilmington, SA",1999,CCA3573,2566,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2566,32,42,20,138,1,37,178,11,Alive,None evident,,None evident,Flowered,2566,1999,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,11.76,8.85,11.53,8.38,3.03,0.73993808,3.23,2.39,2.3382,"Wilmington, SA",0,-32.70555556,138.0269444,"Vic,SA,NSW",Combination,2187,2111,0.2187,15.70833302,21.95000076,9.449999809,462,57,22,33.836689,163,72,77,161,11.08333302,44.87179565,509.7808533,29.39999962,4.699999809,24.70000076,10.3166666,21.76666641,0.2111,461.7889,Threatened
416,R178/T12,-29.32,1.2,51.3,Eucalyptus leucoxylon subsp. pruinosa,DN 2566,"Wilmington, SA",1999,CCA3574,2566,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2566,32,42,20,138,1,37,178,12,Alive,None evident,,None evident,Flowered,2566,1999,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,13.19,9.96,12.66,10.53,2.68,0.646396396,4.44,2.87,2.8406,"Wilmington, SA",0,-32.70555556,138.0269444,"Vic,SA,NSW",Combination,2187,2111,0.2187,15.70833302,21.95000076,9.449999809,462,57,22,33.836689,163,72,77,161,11.08333302,44.87179565,509.7808533,29.39999962,4.699999809,24.70000076,10.3166666,21.76666641,0.2111,461.7889,Threatened
417,R178/T13,-28.53,1.3,50,Eucalyptus camaldulensis subsp. arida,DN 2555,"Silverton, NSW",1999,CCA3575,2555,Eucalyptus camaldulensis subsp. arida,D.Nicolle,2555,31,53,18,141,15,25,178,13,Alive,None evident,,None evident,Flowered,2555,1999,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,11.77,9.61,11.36,8.96,2.28,0.609819121,3.87,2.36,2.3502,"Silverton, NSW",0,-31.88833333,141.2569444,"WA,NT,Qld,SA,NSW",Combination,966,2461,0.0966,18.35833359,25.45000076,11.10000038,238,27,15,17.70546913,69,49,61,52,12.80000019,45.39006805,581.2441406,33.40000153,5.199999809,28.20000076,18.54999924,22.23333359,0.2461,237.7539,
418,R178/T14,-28.76,1.2,51.5,Eucalyptus camaldulensis subsp. arida,DN 2555,"Silverton, NSW",1999,CCA3576,2555,Eucalyptus camaldulensis subsp. arida,D.Nicolle,2555,31,53,18,141,15,25,178,14,Alive,None evident,,None evident,Flowered,2555,1999,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,11.79,9.88,10.92,8.32,2.255,0.637168142,3.39,2.16,1.9999,"Silverton, NSW",0,-31.88833333,141.2569444,"WA,NT,Qld,SA,NSW",Combination,966,2461,0.0966,18.35833359,25.45000076,11.10000038,238,27,15,17.70546913,69,49,61,52,12.80000019,45.39006805,581.2441406,33.40000153,5.199999809,28.20000076,18.54999924,22.23333359,0.2461,237.7539,
419,R178/T16,-28.15,1.2,49.6,Eucalyptus camaldulensis subsp. arida,DN 2555,"Silverton, NSW",1999,CCA3578,2555,Eucalyptus camaldulensis subsp. arida,D.Nicolle,2555,31,53,18,141,15,25,178,16,Alive,None evident,,None evident,Flowered,2555,1999,Eucalyptus camaldulensis subsp. arida,Eucalyptus camaldulensis subsp. arida,Exsertaria,14.38,9.54,12.96,11.19,3.305,0.640471513,5.09,3.26,2.5684,"Silverton, NSW",0,-31.88833333,141.2569444,"WA,NT,Qld,SA,NSW",Combination,966,2461,0.0966,18.35833359,25.45000076,11.10000038,238,27,15,17.70546913,69,49,61,52,12.80000019,45.39006805,581.2441406,33.40000153,5.199999809,28.20000076,18.54999924,22.23333359,0.2461,237.7539,
423,R182/T34,-28.28,1.1,49.8,Eucalyptus intertexta,DN 2677,"Warburton, WA",2000,CCA3627,2677,Eucalyptus intertexta,D.Nicolle,2677,27,12,12,126,26,25,182,34,Alive,None evident,,None evident,Flowered,2677,2000,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,9.42,7.23,9.3,7.34,2.075,0.759825328,2.29,1.74,1.7424,"Warburton, WA",0,-27.20333333,126.4402778,"NSW,SA,Qld, NT, WA",Combination,739,3028,0.0739,21.18333244,28.31666565,13.1833334,224,39,7,45.13349152,88,28,88,39,14.96666622,47.064991,612.4849854,37.09999847,5.300000191,31.79999924,28.31666565,14.98333359,0.3028,223.6972,
424,R182/T37,-28.68,1.6,48.7,Eucalyptus intertexta,DN 2677,"Warburton, WA",2000,CCA3629,2677,Eucalyptus intertexta,D.Nicolle,2677,27,12,12,126,26,25,182,37,Alive,None evident,,None evident,Flowered,2677,2000,Eucalyptus intertexta,Eucalyptus intertexta,Adnataria,8.4,6.07,8.35,6.51,2.085,0.652439024,1.64,1.07,2.0498,"Warburton, WA",0,-27.20333333,126.4402778,"NSW,SA,Qld, NT, WA",Combination,739,3028,0.0739,21.18333244,28.31666565,13.1833334,224,39,7,45.13349152,88,28,88,39,14.96666622,47.064991,612.4849854,37.09999847,5.300000191,31.79999924,28.31666565,14.98333359,0.3028,223.6972,
425,R185/T28,-29.25,0.9,49.2,Eucalyptus coolabah,DN 2957,"Wilcannia, NSW",2000,CCA3711,2957,Eucalyptus coolabah,D.Nicolle,2957,31,34,29,143,23,26,185,28,Alive,None evident,,None evident,Flowered,2957,2000,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,9.01,7.15,9.17,7.43,1.8,0.704402516,1.59,1.12,1.8049,"Wilcannia, NSW",0,-31.57472222,143.3905556,"Qld,NSW,SA,NT,WA",Combination,1191,2391,0.1191,19.43333244,26.86666679,11.8166666,285,36,18,21.93655586,89,58,89,58,14.61666679,47.45671082,608.2886963,35.09999847,4.300000191,30.79999924,26.86666679,11.8166666,0.2391,284.7609,
426,R185/T29,-30.23,1.2,50.7,Eucalyptus coolabah,DN 2957,"Wilcannia, NSW",2000,CCA3712,2957,Eucalyptus coolabah,D.Nicolle,2957,31,34,29,143,23,26,185,29,Alive,None evident,,None evident,Flowered,2957,2000,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,9.38,7,8.81,6.73,2.23,0.636363636,1.65,1.05,1.369,"Wilcannia, NSW",0,-31.57472222,143.3905556,"Qld,NSW,SA,NT,WA",Combination,1191,2391,0.1191,19.43333244,26.86666679,11.8166666,285,36,18,21.93655586,89,58,89,58,14.61666679,47.45671082,608.2886963,35.09999847,4.300000191,30.79999924,26.86666679,11.8166666,0.2391,284.7609,
427,R185/T30,-30.09,1,50.2,Eucalyptus coolabah,DN 2957,"Wilcannia, NSW",2000,CCA3713,2957,Eucalyptus coolabah,D.Nicolle,2957,31,34,29,143,23,26,185,30,Alive,None evident,,None evident,Flowered,2957,2000,Eucalyptus coolabah,Eucalyptus coolabah,Adnataria,8.02,6.42,8.66,6.49,1.885,0.643617021,1.88,1.21,2.3122,"Wilcannia, NSW",0,-31.57472222,143.3905556,"Qld,NSW,SA,NT,WA",Combination,1191,2391,0.1191,19.43333244,26.86666679,11.8166666,285,36,18,21.93655586,89,58,89,58,14.61666679,47.45671082,608.2886963,35.09999847,4.300000191,30.79999924,26.86666679,11.8166666,0.2391,284.7609,
428,R185/T37,-27.71,1.1,51.5,Eucalyptus petraea,DN 2761,"Diemals Station, WA",2000,CCA3719,2761,Eucalyptus petraea,D.Nicolle,2761,28,57,50,118,52,2,185,37,Alive,None evident,,None evident,Flowered,2761,2000,Eucalyptus petraea,Eucalyptus petraea,Adnataria,8.05,5.74,8.22,6.1,2.215,0.835526316,1.52,1.27,2.2638,"Diemals Station, WA",0,-28.96388889,118.8672222,WA,Lignotuber,1069,2581,0.1069,19.65416718,27.45000076,11.8166666,276,34,11,32.32372665,93,37,68,90,14.10833359,44.93099594,635.9725952,36.20000076,4.800000191,31.40000153,12.89999962,19.08333397,0.2581,275.7419,
429,R185/T38,-26.28,1.1,50.7,Eucalyptus petraea,DN 2761,"Diemals Station, WA",2000,CCA3720,2761,Eucalyptus petraea,D.Nicolle,2761,28,57,50,118,52,2,185,38,Alive,None evident,,None evident,Flowered,2761,2000,Eucalyptus petraea,Eucalyptus petraea,Adnataria,8.87,6.37,8.37,6.9,1.985,0.765060241,1.66,1.27,2.5549,"Diemals Station, WA",0,-28.96388889,118.8672222,WA,Lignotuber,1069,2581,0.1069,19.65416718,27.45000076,11.8166666,276,34,11,32.32372665,93,37,68,90,14.10833359,44.93099594,635.9725952,36.20000076,4.800000191,31.40000153,12.89999962,19.08333397,0.2581,275.7419,
430,R185/T39,-26.18,2.3,51.7,Eucalyptus petraea,DN 2761,"Diemals Station, WA",2000,CCA3721,2761,Eucalyptus petraea,D.Nicolle,2761,28,57,50,118,52,2,185,39,Alive,None evident,,None evident,,2761,2000,Eucalyptus petraea,Eucalyptus petraea,Adnataria,8.88,7.12,9.19,7.42,1.765,0.735426009,2.23,1.64,1.6318,"Diemals Station, WA",0,-28.96388889,118.8672222,WA,Lignotuber,1069,2581,0.1069,19.65416718,27.45000076,11.8166666,276,34,11,32.32372665,93,37,68,90,14.10833359,44.93099594,635.9725952,36.20000076,4.800000191,31.40000153,12.89999962,19.08333397,0.2581,275.7419,
431,R186/T11,-27.12,1,49.2,Eucalyptus populnea subsp. bimbil,DN 2954,"Nyngan, NSW",2000,CCA3729,2954,Eucalyptus populnea subsp. bimbil,D.Nicolle,2954,31,29,12,147,6,35,186,11,Alive,Slight,,None evident,,2954,2000,Eucalyptus populnea subsp. bimbil,Eucalyptus populnea subsp. bimbil,Adnataria,8.68,6.36,8.88,6.46,2.37,0.756476684,1.93,1.46,2.0692,"Nyngan, NSW",0,-31.48666667,147.1097222,"NSW,Qld",Combination,2372,2140,0.2372,18.95000076,26.46666718,11.14999962,508,67,25,26.90008926,166,88,166,88,14.23333263,46.36264801,619.4829102,34.5,3.799999952,30.70000076,26.46666718,11.14999962,0.214,507.786,
432,R186/T12,-27.46,1.2,50.7,Eucalyptus populnea subsp. bimbil,DN 2954,"Nyngan, NSW",2000,CCA3730,2954,Eucalyptus populnea subsp. bimbil,D.Nicolle,2954,31,29,12,147,6,35,186,12,Alive,Slight,,None evident,,2954,2000,Eucalyptus populnea subsp. bimbil,Eucalyptus populnea subsp. bimbil,Adnataria,10.32,7.98,10.47,7.91,2.45,0.762237762,2.86,2.18,2.3875,"Nyngan, NSW",0,-31.48666667,147.1097222,"NSW,Qld",Combination,2372,2140,0.2372,18.95000076,26.46666718,11.14999962,508,67,25,26.90008926,166,88,166,88,14.23333263,46.36264801,619.4829102,34.5,3.799999952,30.70000076,26.46666718,11.14999962,0.214,507.786,
433,R186/T13,-27.42,1.3,48.5,Eucalyptus populnea subsp. bimbil,DN 2954,"Nyngan, NSW",2000,CCA3731,2954,Eucalyptus populnea subsp. bimbil,D.Nicolle,2954,31,29,12,147,6,35,186,13,Alive,None evident,,None evident,Budded,2954,2000,Eucalyptus populnea subsp. bimbil,Eucalyptus populnea subsp. bimbil,Adnataria,14.43,11.39,13.89,10.42,3.255,0.734939759,4.98,3.66,2.2632,"Nyngan, NSW",0,-31.48666667,147.1097222,"NSW,Qld",Combination,2372,2140,0.2372,18.95000076,26.46666718,11.14999962,508,67,25,26.90008926,166,88,166,88,14.23333263,46.36264801,619.4829102,34.5,3.799999952,30.70000076,26.46666718,11.14999962,0.214,507.786,
434,R187/T05,-28.97,1.5,50.8,Eucalyptus leucoxylon subsp. pruinosa,DN 2897,"Barham, NSW",2000,CCA3751,2897,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2897,35,36,54,144,8,19,187,4.5,Alive,Slight,,None evident,Flowered,2897,2000,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,11.74,10.06,12.74,10.84,1.79,0.579268293,3.28,1.9,2.1969,"Barham, NSW",0,-35.615,144.1386111,"Vic,SA,NSW",Combination,2086,1830,0.2086,15.9333334,22.41666603,9.683333397,382,43,24,17.65606117,117,77,83,107,12.55000019,46.8283577,517.5393677,30.70000076,3.900000095,26.80000114,12.71666718,19.79999924,0.183,381.817,Threatened
435,R187/T06,-28.41,1.3,50.3,Eucalyptus leucoxylon subsp. pruinosa,DN 2897,"Barham, NSW",2000,CCA3752,2897,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2897,35,36,54,144,8,19,187,6,Alive,Moderate,,None evident,Flowered,2897,2000,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,11.03,9.27,10.8,8.84,1.86,0.623880597,3.35,2.09,2.5981,"Barham, NSW",0,-35.615,144.1386111,"Vic,SA,NSW",Combination,2086,1830,0.2086,15.9333334,22.41666603,9.683333397,382,43,24,17.65606117,117,77,83,107,12.55000019,46.8283577,517.5393677,30.70000076,3.900000095,26.80000114,12.71666718,19.79999924,0.183,381.817,Threatened
436,R187/T07,-28.68,1.2,50.7,Eucalyptus leucoxylon subsp. pruinosa,DN 2897,"Barham, NSW",2000,CCA3753,2897,Eucalyptus leucoxylon subsp. pruinosa,D.Nicolle,2897,35,36,54,144,8,19,187,7,Alive,Moderate,,None evident,Flowered,2897,2000,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,11.83,9.54,12.28,9.65,2.46,0.574404762,3.36,1.93,2.0418,"Barham, NSW",0,-35.615,144.1386111,"Vic,SA,NSW",Combination,2086,1830,0.2086,15.9333334,22.41666603,9.683333397,382,43,24,17.65606117,117,77,83,107,12.55000019,46.8283577,517.5393677,30.70000076,3.900000095,26.80000114,12.71666718,19.79999924,0.183,381.817,Threatened
437,R187/T08,-28.31,1,48.6,Eucalyptus microcarpa,DN 2895,"Boundary Bend, Vic",2000,CCA3754,2895,Eucalyptus microcarpa ,D.Nicolle,2895,34,43,12,143,6,55,187,8,Alive,None evident,,None evident,,2895,2000,Eucalyptus microcarpa,Eucalyptus microcarpa,Adnataria,9.49,6.85,9.12,7.21,2.275,0.663967611,2.47,1.64,3.5513,"Boundary Bend, Vic",0,-34.72,143.1152778,"NSW,Vic,Qld,SA",Combination,1757,1980,0.1757,16.875,23.48333359,10.39999962,348,38,18,20.3007679,108,70,77,89,13.10000038,47.81021881,529.817749,31.79999924,4.400000095,27.39999962,13.73333359,20.66666603,0.198,347.802,
