RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019
R056/T09,-27.32,1.1,49.3,Eucalyptus parramattensis subsp. decadens,DN 641,"Williamstown, NSW",1994,CCA0896,641,Eucalyptus parramattensis subsp. decadens,D.Nicolle,641,32,46,59,151,53,14,56,9,Alive,Slight,,Moderate,Flowered
R056/T10,-27.89,1.3,50.2,Eucalyptus parramattensis subsp. decadens,DN 641,"Williamstown, NSW",1994,CCA0897,641,Eucalyptus parramattensis subsp. decadens,D.Nicolle,641,32,46,59,151,53,14,56,10,Alive,Slight,,None evident,Flowered
R058/T01,-27.38,0.9,49.9,Eucalyptus mckieana?,DN 659,"Tingha, NSW",1994,CCA0921,659,Eucalyptus mckieana,D.Nicolle,659,29,59,0,151,27,42,58,1,Alive,None evident,,None evident,
R058/T03,-26.55,0.8,51.2,Eucalyptus mckieana?,DN 659,"Tingha, NSW",1994,CCA0922,659,Eucalyptus mckieana,D.Nicolle,659,29,59,0,151,27,42,58,3,Alive,None evident,,None evident,
R058/T04,-29.19,0.8,51.4,Eucalyptus hallii,DN 716,"Goodwood, Qld",1994,CCA0923,716,Eucalyptus hallii,D.Nicolle,716,25,10,12,152,22,20,58,4,Alive,None evident,,None evident,
R058/T05,-29.07,0.9,50.1,Eucalyptus hallii,DN 716,"Goodwood, Qld",1994,CCA0924,716,Eucalyptus hallii,D.Nicolle,716,25,10,12,152,22,20,58,5,Alive,None evident,,None evident,Flowered
R058/T06,-29.38,0.8,49.8,Eucalyptus hallii,DN 716,"Goodwood, Qld",1994,CCA0925,716,Eucalyptus hallii,D.Nicolle,716,25,10,12,152,22,20,58,6,Alive,None evident,,None evident,Flowered
R058/T12,-28.43,1.2,50.1,Eucalyptus ancophila,DN 646,"Eungai Creek, NSW",1994,CCA0927,646,Eucalyptus ancophila,D.Nicolle,646,30,48,59,152,51,12,58,12,Alive,None evident,,None evident,Flowered
R058/T14,-27.58,0.9,50.2,Eucalyptus ancophila,DN 646,"Eungai Creek, NSW",1994,CCA0929,646,Eucalyptus ancophila,D.Nicolle,646,30,48,59,152,51,12,58,14,Alive,None evident,,None evident,Flowered
R058/T15,-26.96,1.2,49.7,Eucalyptus ancophila,DN 646,"Eungai Creek, NSW",1994,CCA0930,646,Eucalyptus ancophila,D.Nicolle,646,30,48,59,152,51,12,58,15,Alive,Slight,,None evident,Flowered
R059/T12,-29.35,1.1,48.7,Eucalyptus populnea subsp. populnea,DN 679,"Kogan, Qld",1994,CCA0940,679,Eucalyptus populnea subsp. populnea,D.Nicolle,679,27,7,0,150,41,36,59,12,Alive,Slight,,None evident,
R059/T13,-29.05,1.1,49.9,Eucalyptus populnea subsp. populnea,DN 679,"Kogan, Qld",1994,CCA0941,679,Eucalyptus populnea subsp. populnea,D.Nicolle,679,27,7,0,150,41,36,59,13,Alive,Moderate,,None evident,
R059/T15,-28.14,1,49.1,Eucalyptus populnea subsp. populnea,DN 679,"Kogan, Qld",1994,CCA0943,679,Eucalyptus populnea subsp. populnea,D.Nicolle,679,27,7,0,150,41,36,59,15,Alive,Slight,,None evident,Flowered
R060/T01,-27.17,1.2,50.6,Eucalyptus vicina,DN 728,"Hermidale, NSW",1994,CCA0947,728,Eucalyptus vicina,D.Nicolle,728,31,33,4,146,41,29,60,1,Alive,None evident,,None evident,Flowered
R060/T02,-29.23,1,48.5,Eucalyptus vicina,DN 728,"Hermidale, NSW",1994,CCA0948,728,Eucalyptus vicina,D.Nicolle,728,31,33,4,146,41,29,60,2,Alive,None evident,,None evident,Flowered
R060/T03,-27.48,1.5,51.4,Eucalyptus vicina,DN 728,"Hermidale, NSW",1994,CCA0949,728,Eucalyptus vicina,D.Nicolle,728,31,33,4,146,41,29,60,3,Alive,None evident,,None evident,Flowered
R060/T29,-26.35,1.9,52.4,Eucalyptus interstans,DN 667,"Drake, NSW",1994,CCA0956,667,Eucalyptus interstans,D.Nicolle,667,28,55,44,152,23,38,60,29,Alive,Slight,,Moderate,Flowered
R060/T30,-26.49,1.7,50.2,Eucalyptus interstans,DN 667,"Drake, NSW",1994,CCA0957,667,Eucalyptus interstans,D.Nicolle,667,28,55,44,152,23,38,60,30,Alive,Moderate,,Moderate,Flowered
R060/T32,-28.17,1.9,50.2,Eucalyptus interstans,DN 667,"Drake, NSW",1994,CCA0959,667,Eucalyptus interstans,D.Nicolle,667,28,55,44,152,23,38,60,32,Alive,None evident,,Moderate,Flowered
R060/T33,-28.99,1.2,49.5,Eucalyptus bridgesiana,DN 570,"Beechworth, Vic",1994,CCA0960,570,Eucalyptus bridgesiana,D.Nicolle,570,36,19,13,146,40,45,60,33,Alive,Moderate,,Moderate,
R060/T34,-29.47,0.9,46.7,Eucalyptus bridgesiana,DN 570,"Beechworth, Vic",1994,CCA0961,570,Eucalyptus bridgesiana,D.Nicolle,570,36,19,13,146,40,45,60,34,Alive,Slight,,Moderate,Flowered
R060/T36,-29.34,1.1,47.9,Eucalyptus bridgesiana,DN 570,"Beechworth, Vic",1994,CCA0963,570,Eucalyptus bridgesiana,D.Nicolle,570,36,19,13,146,40,45,60,36,Alive,Slight,,Slight,Flowered
R061/T13,-27.08,1.2,48.4,Eucalyptus fusiformis,DN 645,"Macksville, NSW",1994,CCA0970,645,Eucalyptus fusiformis,D.Nicolle,645,30,54,9,152,51,12,61,13,Alive,Slight,,None evident,Flowered
R061/T14,-27.03,1.4,49.7,Eucalyptus fusiformis,DN 645,"Macksville, NSW",1994,CCA0971,645,Eucalyptus fusiformis,D.Nicolle,645,30,54,9,152,51,12,61,14,Alive,Slight,,None evident,Flowered
R061/T15,-27.65,1.4,50.1,Eucalyptus fusiformis,DN 645,"Macksville, NSW",1994,CCA0972,645,Eucalyptus fusiformis,D.Nicolle,645,30,54,9,152,51,12,61,15,Alive,Moderate,,None evident,Flowered
R061/T29,-29.74,1.3,49,Eucalyptus paniculata,DN 643,"Bulahdelah, NSW",1994,CCA0980,643,Eucalyptus fergusonii subsp. fergusonii,D.Nicolle,643,32,14,55,152,11,30,61,29,Alive,None evident,,None evident,Flowered
R061/T30,-28.63,1.7,50.3,Eucalyptus paniculata,DN 643,"Bulahdelah, NSW",1994,CCA0981,643,Eucalyptus fergusonii subsp. fergusonii,D.Nicolle,643,32,14,55,152,11,30,61,30,Alive,None evident,,None evident,Flowered
R061/T31,-27.92,1.2,51.1,Eucalyptus paniculata,DN 643,"Bulahdelah, NSW",1994,CCA0982,643,Eucalyptus fergusonii subsp. fergusonii,D.Nicolle,643,32,14,55,152,11,30,61,31,Alive,None evident,,None evident,Flowered
R070/T13,-29.44,0.7,48.9,Eucalyptus densa subsp. densa,DN 1111,"Lake King, WA",1995,CCA1224,1111,Eucalyptus densa,D.Nicolle,1111,33,4,21,120,13,1,70,13,Alive,None evident,,None evident,Flowered
R070/T15,-28.89,0.7,50.7,Eucalyptus densa subsp. densa,DN 1111,"Lake King, WA",1995,CCA1225,1111,Eucalyptus densa,D.Nicolle,1111,33,4,21,120,13,1,70,15,Alive,None evident,,None evident,Flowered
R062/T25,-28.45,1.4,48,Eucalyptus foecunda,DN 1152,"Bold Park, WA",1995,CCA1006,1152,Eucalyptus foecunda subsp. foecunda,D.Nicolle,1152,31,56,31,115,46,47,62,25,Alive,Slight,,None evident,Flowered
R062/T26,-28.2,1.5,49.1,Eucalyptus foecunda,DN 1152,"Bold Park, WA",1995,CCA1007,1152,Eucalyptus foecunda subsp. foecunda,D.Nicolle,1152,31,56,31,115,46,47,62,26,Alive,Slight,,None evident,Flowered
R062/T27,-28.27,1.2,47.2,Eucalyptus foecunda,DN 1152,"Bold Park, WA",1995,CCA1008,1152,Eucalyptus foecunda subsp. foecunda,D.Nicolle,1152,31,56,31,115,46,47,62,27,Alive,None evident,,None evident,Flowered
R063/T17,-30.06,0.9,48.3,Eucalyptus victrix,DN 1178,"Lake Macleod, WA",1995,CCA1033,1178,Eucalyptus victrix,D.Nicolle,1178,24,1,4,113,29,17,63,17,Alive,Slight,,None evident,Flowered
R063/T19,-29.04,1.1,49.1,Eucalyptus victrix,DN 1178,"Lake Macleod, WA",1995,CCA1035,1178,Eucalyptus victrix,D.Nicolle,1178,24,1,4,113,29,17,63,19,Alive,None evident,,None evident,Flowered
R063/T20,-28.93,0.9,51.5,Eucalyptus victrix,DN 1178,"Lake Macleod, WA",1995,CCA1036,1178,Eucalyptus victrix,D.Nicolle,1178,24,1,4,113,29,17,63,20,Alive,Slight,,None evident,
R066/T19,-28.44,0.8,47.1,Eucalyptus normantonensis,DN 1207,"MacDonnell Ranges, NT",1995,CCA1130,1207,Eucalyptus normantonensis,D.Nicolle,1207,23,38,9,132,34,2,66,19,Alive,None evident,,None evident,
R066/T20,-28.31,0.8,50.5,Eucalyptus normantonensis,DN 1207,"MacDonnell Ranges, NT",1995,CCA1131,1207,Eucalyptus normantonensis,D.Nicolle,1207,23,38,9,132,34,2,66,20,Alive,None evident,,None evident,Flowered
R066/T21,-27.62,1.3,48.7,Eucalyptus normantonensis,DN 1207,"MacDonnell Ranges, NT",1995,CCA1132,1207,Eucalyptus normantonensis,D.Nicolle,1207,23,38,9,132,34,2,66,21,Alive,None evident,,None evident,Flowered
R066/T25,-30.26,1.4,48.4,Eucalyptus camaldulensis subsp. arida,DN 1206,"MacDonnell Ranges, NT",1995,CCA1135,1206,Eucalyptus camaldulensis subsp. arida,D.Nicolle,1206,23,12,15,131,33,37,66,25,Alive,Severe,,None evident,
R066/T26,-28.84,1.7,49.8,Eucalyptus camaldulensis subsp. arida,DN 1206,"MacDonnell Ranges, NT",1995,CCA1136,1206,Eucalyptus camaldulensis subsp. arida,D.Nicolle,1206,23,12,15,131,33,37,66,26,Alive,Severe,,None evident,
R066/T27,-28.83,1.3,48.5,Eucalyptus camaldulensis subsp. arida,DN 1206,"MacDonnell Ranges, NT",1995,CCA1137,1206,Eucalyptus camaldulensis subsp. arida,D.Nicolle,1206,23,12,15,131,33,37,66,27,Alive,Severe,,None evident,
R066/T29,-28.51,1.1,50,Eucalyptus largiflorens,DN 980,"Wentworth, NSW",1995,CCA1139,980,Eucalyptus largiflorens,D.Nicolle,980,34,0,48,141,55,33,66,29,Alive,None evident,,None evident,
R066/T32,-27.94,1,51,Eucalyptus largiflorens,DN 980,"Wentworth, NSW",1995,CCA1142,980,Eucalyptus largiflorens,D.Nicolle,980,34,0,48,141,55,33,66,32,Alive,None evident,,None evident,Flowered
R066/T33,-29.8,1,50.3,Eucalyptus largiflorens,DN 980,"Wentworth, NSW",1995,CCA1143,980,Eucalyptus largiflorens,D.Nicolle,980,34,0,48,141,55,33,66,33,Alive,None evident,,None evident,Flowered
R066/T34,-28.82,0.9,49.8,Eucalyptus odorata,DN 822,"Kangaroo Island, SA",1995,CCA1144,822,Eucalyptus odorata,D.Nicolle,822,35,41,35,137,31,52,66,34,Alive,None evident,,None evident,Flowered
R066/T36,-28.33,1.3,49,Eucalyptus odorata,DN 822,"Kangaroo Island, SA",1995,CCA1146,822,Eucalyptus odorata,D.Nicolle,822,35,41,35,137,31,52,66,36,Alive,None evident,,None evident,Flowered
R066/T37,-28.53,0.9,51.1,Eucalyptus odorata,DN 822,"Kangaroo Island, SA",1995,CCA1147,822,Eucalyptus odorata,D.Nicolle,822,35,41,35,137,31,52,66,37,Alive,None evident,,None evident,Flowered
R068/T10,-27.69,1.5,49,Eucalyptus absita,DN 1154,"Badgingarra, WA",1995,CCA1184,1154,Eucalyptus absita,D.Nicolle,1154,30,26,13,115,34,32,68,10,Alive,Moderate,,None evident,Flowered
R069/T23,-28.09,1.4,48.9,Eucalyptus sporadica,DN 1122,"Ravensthorpe Range, WA",1995,CCA1207,1122,Eucalyptus sporadica,D.Nicolle,1122,33,30,43,120,2,20,69,23,Alive,None evident,,None evident,Flowered
R069/T25,-27.66,1,48.3,Eucalyptus sporadica,DN 1122,"Ravensthorpe Range, WA",1995,CCA1209,1122,Eucalyptus sporadica,D.Nicolle,1122,33,30,43,120,2,20,69,25,Alive,None evident,,None evident,Flowered
R069/T26,-27.99,1,50,Eucalyptus sporadica,DN 1122,"Ravensthorpe Range, WA",1995,CCA1210,1122,Eucalyptus sporadica,D.Nicolle,1122,33,30,43,120,2,20,69,26,Alive,None evident,,None evident,Flowered
R069/T32,-26.09,1.5,49.2,Eucalyptus rudis subsp. rudis,DN 1131,"Pallinup River, WA",1995,CCA1212,1131,Eucalyptus rudis subsp. rudis,D.Nicolle,1131,34,24,21,118,43,48,69,32,Alive,Severe,,Severe,Flowered
R069/T34,-26.71,1.9,49.3,Eucalyptus rudis subsp. rudis,DN 1131,"Pallinup River, WA",1995,CCA1214,1131,Eucalyptus rudis subsp. rudis,D.Nicolle,1131,34,24,21,118,43,48,69,34,Alive,Moderate,,Severe,Flowered
R065/T15,-27.41,0.7,47.5,Eucalyptus occidentalis,DN 1095,"Cape Arid, WA",1995,CCA1099,1095,Eucalyptus occidentalis,D.Nicolle,1095,33,43,23,123,22,2,65,15,Alive,None evident,,None evident,Flowered
R065/T16,-27.16,0.7,50.2,Eucalyptus occidentalis,DN 1095,"Cape Arid, WA",1995,CCA1100,1095,Eucalyptus occidentalis,D.Nicolle,1095,33,43,23,123,22,2,65,16,Alive,None evident,,None evident,Flowered
R065/T17,-27.59,0.7,47.3,Eucalyptus occidentalis,DN 1095,"Cape Arid, WA",1995,CCA1101,1095,Eucalyptus occidentalis,D.Nicolle,1095,33,43,23,123,22,2,65,17,Alive,None evident,,None evident,Flowered
R070/T37,-27.89,1.1,51.1,Eucalyptus megacarpa,DN 1137,"Two Peoples Bay, WA",1995,CCA1242,1137,Eucalyptus megacarpa,D.Nicolle,1137,34,55,6,118,11,13,70,37,Alive,Moderate,,None evident,Flowered
R070/T40,-27.75,0.8,49,Eucalyptus megacarpa,DN 1137,"Two Peoples Bay, WA",1995,CCA1245,1137,Eucalyptus megacarpa,D.Nicolle,1137,34,55,6,118,11,13,70,40,Alive,Slight,,Severe,Flowered
R071/T08,-26.96,0.9,51.4,Eucalyptus rugosa,DN 806,"Kangaroo Island, SA",1995,CCA1252,806,Eucalyptus rugosa,D.Nicolle,806,36,0,41,136,44,9,71,8,Alive,Slight,,None evident,
R071/T10,-27.68,0.8,50.8,Eucalyptus rugosa,DN 806,"Kangaroo Island, SA",1995,CCA1254,806,Eucalyptus rugosa,D.Nicolle,806,36,0,41,136,44,9,71,10,Alive,Slight,,None evident,Flowered
R071/T11,-27.63,0.9,50.8,Eucalyptus rugosa,DN 806,"Kangaroo Island, SA",1995,CCA1255,806,Eucalyptus rugosa,D.Nicolle,806,36,0,41,136,44,9,71,11,Alive,Slight,,None evident,
R071/T13,-27.02,0.8,52.6,Eucalyptus pleurocarpa,DN 154,"Grass Patch, WA",1995,CCA1257,154,Eucalyptus pleurocarpa,D.Nicolle,154,33,9,28,121,38,25,71,13,Alive,None evident,,Severe,Flowered
R071/T15,-28.48,0.9,52.1,Eucalyptus pleurocarpa,DN 154,"Grass Patch, WA",1995,CCA1258,154,Eucalyptus pleurocarpa,D.Nicolle,154,33,9,28,121,38,25,71,15,Alive,Slight,,Moderate,Flowered
R071/T28,-27.21,1.5,51,Eucalyptus camaldulensis subsp. camaldulensis,DN 823,"Kangaroo Island, SA",1995,CCA1266,823,Eucalyptus camaldulensis subsp. camaldulensis,D.Nicolle,823,35,41,50,137,31,21,71,28,Alive,Slight,,None evident,Flowered
R071/T29,-26.95,1.6,51,Eucalyptus camaldulensis subsp. camaldulensis,DN 823,"Kangaroo Island, SA",1995,CCA1267,823,Eucalyptus camaldulensis subsp. camaldulensis,D.Nicolle,823,35,41,50,137,31,21,71,29,Alive,None evident,,None evident,Flowered
R071/T30,-28.22,1.3,52.3,Eucalyptus camaldulensis subsp. camaldulensis,DN 823,"Kangaroo Island, SA",1995,CCA1268,823,Eucalyptus camaldulensis subsp. camaldulensis,D.Nicolle,823,35,41,50,137,31,21,71,30,Alive,None evident,,None evident,Flowered
R072/T04,-27.17,1.1,52.2,Eucalyptus megacornuta,DN 1121,"Ravensthorpe Range, WA",1995,CCA1272,1121,Eucalyptus megacornuta,D.Nicolle,1121,33,30,43,120,2,20,72,4,Alive,None evident,,None evident,Flowered
R072/T05,-27.6,1.1,50.6,Eucalyptus megacornuta,DN 1121,"Ravensthorpe Range, WA",1995,CCA1273,1121,Eucalyptus megacornuta,D.Nicolle,1121,33,30,43,120,2,20,72,5,Alive,None evident,,None evident,Flowered
R072/T07,-25.87,0.7,52.6,Eucalyptus megacornuta,DN 1121,"Ravensthorpe Range, WA",1995,CCA1275,1121,Eucalyptus megacornuta,D.Nicolle,1121,33,30,43,120,2,20,72,7,Alive,None evident,,None evident,Flowered
R073/T01,-28.24,1,50.2,Eucalyptus gillenii,DN 1209,"Mt Gillen, WA",1995,CCA1301,1209,Eucalyptus gillenii,D.Nicolle,1209,23,43,30,133,51,26,73,1,Alive,None evident,,None evident,Flowered
R073/T02,-28.96,1,52.1,Eucalyptus gillenii,DN 1209,"Mt Gillen, WA",1995,CCA1302,1209,Eucalyptus gillenii,D.Nicolle,1209,23,43,30,133,51,26,73,2,Alive,None evident,,None evident,Flowered
R073/T03,-29.47,1,52,Eucalyptus gillenii,DN 1209,"Mt Gillen, WA",1995,CCA1303,1209,Eucalyptus gillenii,D.Nicolle,1209,23,43,30,133,51,26,73,3,Alive,None evident,,None evident,Flowered
R074/T13,-29.03,1.2,49.8,Eucalyptus behriana,DN 783,"Tarlee, SA",1995,CCA1333,783,Eucalyptus behriana,D.Nicolle,783,34,20,74,138,46,73,74,13,Alive,None evident,,None evident,Flowered
R074/T15,-28.12,1.3,49.4,Eucalyptus behriana,DN 783,"Tarlee, SA",1995,CCA1334,783,Eucalyptus behriana,D.Nicolle,783,34,20,74,138,46,73,74,15,Alive,None evident,,None evident,Flowered
R074/T16,-28.37,1,48.3,Eucalyptus behriana,DN 783,"Tarlee, SA",1995,CCA1335,783,Eucalyptus behriana,D.Nicolle,783,34,20,74,138,46,73,74,16,Alive,None evident,,None evident,Flowered
R074/T28,-28.12,1,51.6,Eucalyptus petiolaris,DN 945,"Koppio Hills, SA",1995,CCA1340,945,Eucalyptus petiolaris (yellow flower morph),D.Nicolle,945,34,29,9,135,51,27,74,28,Alive,None evident,,Moderate,Flowered
R074/T30,-27.24,1.2,51,Eucalyptus petiolaris,DN 945,"Koppio Hills, SA",1995,CCA1341,945,Eucalyptus petiolaris (yellow flower morph),D.Nicolle,945,34,29,9,135,51,27,74,30,Alive,None evident,,Moderate,Flowered
R074/T31,-29.45,1,49.7,Eucalyptus petiolaris,DN 945,"Koppio Hills, SA",1995,CCA1342,945,Eucalyptus petiolaris (yellow flower morph),D.Nicolle,945,34,29,9,135,51,27,74,31,Alive,Moderate,,Moderate,Flowered
R075/T02,-29.5,1.1,51.4,Eucalyptus albopurpurea,DN 825,"Kangaroo Island, SA",1995,CCA1345,825,Eucalyptus albopurpurea (atypical form),D.Nicolle,825,35,44,49,137,38,18,75,2,Alive,None evident,,None evident,Flowered
R075/T04,-28.54,0.8,51.8,Eucalyptus albopurpurea,DN 825,"Kangaroo Island, SA",1995,CCA1347,825,Eucalyptus albopurpurea (atypical form),D.Nicolle,825,35,44,49,137,38,18,75,4,Alive,None evident,,None evident,Flowered
R075/T05,-28.6,0.9,50.9,Eucalyptus albopurpurea,DN 825,"Kangaroo Island, SA",1995,CCA1348,825,Eucalyptus albopurpurea (atypical form),D.Nicolle,825,35,44,49,137,38,18,75,5,Alive,None evident,,None evident,
R075/T15,-25.26,1.6,50.1,Eucalyptus albopurpurea,DN 942,"Port Lincoln 1, SA",1995,CCA1356,942,Eucalyptus albopurpurea,D.Nicolle,942,34,50,23,135,41,54,75,15,Alive,None evident,,None evident,Flowered
R075/T16,-27.7,1.2,52,Eucalyptus albopurpurea,DN 942,"Port Lincoln 1, SA",1995,CCA1357,942,Eucalyptus albopurpurea,D.Nicolle,942,34,50,23,135,41,54,75,16,Alive,None evident,,None evident,Flowered
R076/T21,-26.88,1.2,48.3,Eucalyptus fergusonii subsp. dorsiventralis,DN 634,"Wollombi, NSW",1995,CCA1371,634,Eucalyptus fergusonii subsp. dorsiventralis,D.Nicolle,634,32,52,15,151,1,15,76,21,Alive,Slight,,None evident,Flowered
R076/T22,-25.3,1.1,49.4,Eucalyptus fergusonii subsp. dorsiventralis,DN 634,"Wollombi, NSW",1995,CCA1372,634,Eucalyptus fergusonii subsp. dorsiventralis,D.Nicolle,634,32,52,15,151,1,15,76,22,Alive,Slight,,None evident,Flowered
R076/T23,-25.67,0.9,48.5,Eucalyptus fergusonii subsp. dorsiventralis,DN 634,"Wollombi, NSW",1995,CCA1373,634,Eucalyptus fergusonii subsp. dorsiventralis,D.Nicolle,634,32,52,15,151,1,15,76,23,Alive,Slight,,None evident,Flowered
R085/T05,-27.35,1.3,53.2,Eucalyptus notactites,DN 177,"Lucky Bay, WA",1996,CCA1446,177,Eucalyptus notactites,D.Nicolle,177,33,58,55,122,12,56,85,5,Alive,None evident,,None evident,Flowered
R085/T06,-28.76,1,53.8,Eucalyptus notactites,DN 177,"Lucky Bay, WA",1996,CCA1447,177,Eucalyptus notactites,D.Nicolle,177,33,58,55,122,12,56,85,6,Alive,None evident,,Moderate,Flowered
R085/T07,-26.96,0.9,51.9,Eucalyptus notactites,DN 177,"Lucky Bay, WA",1996,CCA1448,177,Eucalyptus notactites,D.Nicolle,177,33,58,55,122,12,56,85,7,Alive,Slight,,None evident,Flowered
R085/T17,-28.88,1,53,Eucalyptus astringens subsp. redacta,DN 214,"Beaufort Inlet, WA",1996,CCA1454,214,Eucalyptus astringens subsp. redacta,D.Nicolle,214,34,27,12,118,52,33,85,17,Alive,None evident,,None evident,Flowered
R085/T18,-27.98,0.9,52.4,Eucalyptus astringens subsp. redacta,DN 214,"Beaufort Inlet, WA",1996,CCA1455,214,Eucalyptus astringens subsp. redacta,D.Nicolle,214,34,27,12,118,52,33,85,18,Alive,None evident,,None evident,Flowered
R085/T19,-30.31,0.8,52.4,Eucalyptus astringens subsp. redacta,DN 214,"Beaufort Inlet, WA",1996,CCA1456,214,Eucalyptus astringens subsp. redacta,D.Nicolle,214,34,27,12,118,52,33,85,19,Alive,None evident,,None evident,Flowered
R086/T16,-29.78,1.5,51.7,Eucalyptus coolabah,DN 1355,"Palmer River, NT",1996,CCA1478,1355,Eucalyptus coolabah,D.Nicolle,1355,24,44,10,133,10,58,86,16,Alive,None evident,,None evident,
R086/T17,-28.83,1.4,50.5,Eucalyptus coolabah,DN 1355,"Palmer River, NT",1996,CCA1479,1355,Eucalyptus coolabah,D.Nicolle,1355,24,44,10,133,10,58,86,17,Alive,None evident,,None evident,
R087/T07,-29.32,1.1,47.3,Eucalyptus melanophloia subsp. nana,DN 1330,"Mount Isa, Qld",1996,CCA1495,1330,Eucalyptus melanophloia subsp. nana,D.Nicolle,1330,20,52,48,139,27,11,87,7,Alive,None evident,,None evident,Flowered
R087/T08,-29.04,1.2,47.5,Eucalyptus melanophloia subsp. nana,DN 1330,"Mount Isa, Qld",1996,CCA1496,1330,Eucalyptus melanophloia subsp. nana,D.Nicolle,1330,20,52,48,139,27,11,87,8,Alive,None evident,,None evident,Flowered
R087/T09,-28.5,1,48.3,Eucalyptus melanophloia subsp. nana,DN 1330,"Mount Isa, Qld",1996,CCA1497,1330,Eucalyptus melanophloia subsp. nana,D.Nicolle,1330,20,52,48,139,27,11,87,9,Alive,None evident,,None evident,Flowered
R087/T22,-30.26,1.1,48.2,Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",1996,CCA1508,1364,Eucalyptus microcarpa (Adelaide variant),D.Nicolle,1364,35,5,9,138,33,38,87,22,Alive,None evident,,None evident,Flowered
R087/T25,-29.77,1.2,52.2,Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",1996,CCA1511,1364,Eucalyptus microcarpa (Adelaide variant),D.Nicolle,1364,35,5,9,138,33,38,87,25,Alive,Slight,,None evident,Flowered
R087/T26,-29.26,1.1,51,Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",1996,CCA1512,1364,Eucalyptus microcarpa (Adelaide variant),D.Nicolle,1364,35,5,9,138,33,38,87,26,Alive,None evident,,None evident,Flowered
R087/T28,-29.8,1.2,51.3,Eucalyptus ammophila,DN 1284,"Barcaldine, Qld",1996,CCA1514,1284,Eucalyptus ammophila,D.Nicolle,1284,23,33,36,145,43,6,87,28,Alive,None evident,,None evident,Flowered
R087/T30,-29.1,2.1,52.8,Eucalyptus ammophila,DN 1284,"Barcaldine, Qld",1996,CCA1515,1284,Eucalyptus ammophila,D.Nicolle,1284,23,33,36,145,43,6,87,30,Alive,Slight,,None evident,Flowered
R087/T31,-29.21,1.3,50.5,Eucalyptus ammophila,DN 1284,"Barcaldine, Qld",1996,CCA1516,1284,Eucalyptus ammophila,D.Nicolle,1284,23,33,36,145,43,6,87,31,Alive,None evident,,None evident,Flowered
R088/T05,-28.27,1.8,50.5,Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",1996,CCA1523,1590,Eucalyptus wimmerensis,D.Nicolle,1590,36,3,55,140,44,1,88,5,Alive,None evident,,None evident,Flowered
R088/T06,-29.38,1.2,49.1,Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",1996,CCA1524,1590,Eucalyptus wimmerensis,D.Nicolle,1590,36,3,55,140,44,1,88,6,Alive,Slight,,None evident,Flowered
R088/T08,-29.23,1.4,49.8,Eucalyptus wimmerensis,DN 1590,"Bordertown, SA",1996,CCA1526,1590,Eucalyptus wimmerensis,D.Nicolle,1590,36,3,55,140,44,1,88,8,Alive,None evident,,None evident,Flowered
R088/T35,-27.67,1.3,50.7,Eucalyptus microcarpa,DN 1220,"West Wyalong, NSW",1996,CCA1543,1220,Eucalyptus microcarpa,D.Nicolle,1220,33,54,13,147,18,4,88,35,Alive,Slight,,None evident,Flowered
R088/T37,-28.58,1,49.5,Eucalyptus microcarpa,DN 1220,"West Wyalong, NSW",1996,CCA1545,1220,Eucalyptus microcarpa,D.Nicolle,1220,33,54,13,147,18,4,88,37,Alive,Slight,,None evident,Flowered
R088/T38,-28.17,1.1,50.5,Eucalyptus microcarpa,DN 1220,"West Wyalong, NSW",1996,CCA1546,1220,Eucalyptus microcarpa,D.Nicolle,1220,33,54,13,147,18,4,88,38,Alive,None evident,,None evident,Flowered
R089/T15,-28.39,1.3,52.8,Eucalyptus sicilifolia,DN 1276,"Springsure, Qld",1996,CCA1556,1276,Eucalyptus sicilifolia,D.Nicolle,1276,24,4,59,148,4,31,89,15,Alive,None evident,,None evident,Flowered
R089/T16,-27.9,1,50.9,Eucalyptus sicilifolia,DN 1276,"Springsure, Qld",1996,CCA1557,1276,Eucalyptus sicilifolia,D.Nicolle,1276,24,4,59,148,4,31,89,16,Alive,None evident,,None evident,Flowered
R089/T17,-29.68,1.1,52,Eucalyptus sicilifolia,DN 1276,"Springsure, Qld",1996,CCA1558,1276,Eucalyptus sicilifolia,D.Nicolle,1276,24,4,59,148,4,31,89,17,Alive,None evident,,None evident,Flowered
R089/T19,-27.75,0.7,50.4,Eucalyptus tholiformis,DN 1279,"Springsure, Qld",1996,CCA1560,1279,Eucalyptus tholiformis,D.Nicolle,1279,24,23,49,147,22,17,89,19,Alive,None evident,,None evident,
