RowTree,d13C,totalN,totalC,CurrentName,Voucher,Provenance,YearPlanted,FieldID,DNNumber,Taxon,Collector,Collector.s..,Latitude.degrees..south.,Latitude.minutes..south.,Latitude.seconds..south.,Longitude.degrees..east.,Longitude.minutes..east.,Longitude.seconds..east.,Row,Tree,Status.in.Feb.2016,Drought.stress..June.2019.,Time.since.death..June.2019.,X2006.dieback.death,Maturity.at.June.2019
R323/T26,-26.83,0.7,52.9,Eucalyptus rigens,NA,NA,2001,NA,NA,Eucalyptus rigens,D.Nicolle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R323/T28,-27.11,0.6,52.5,Eucalyptus rigens,NA,NA,2001,NA,NA,Eucalyptus rigens,D.Nicolle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R221/T21,-26.89,0.9,54.6,Eucalyptus frenchiana,DN 3660,"Disappointment Rock, WA",2001,CCA4264,3660,Eucalyptus frenchiana,D.Nicolle,3660,32,10,24,121,8,15,221,21,Alive,None evident,,None evident,Flowered
R221/T22,-27.65,0.9,52.8,Eucalyptus frenchiana,DN 3660,"Disappointment Rock, WA",2001,CCA4265,3660,Eucalyptus frenchiana,D.Nicolle,3660,32,10,24,121,8,15,221,22,Alive,None evident,,None evident,Flowered
R221/T23,-27.85,0.9,51.9,Eucalyptus frenchiana,DN 3660,"Disappointment Rock, WA",2001,CCA4266,3660,Eucalyptus frenchiana,D.Nicolle,3660,32,10,24,121,8,15,221,23,Alive,None evident,,None evident,Flowered
R221/T30,-28.42,0.7,52.6,Eucalyptus distuberosa subsp. aerata,DN 3657,"Bronzite Ridge, WA",2001,CCA4273,3657,Eucalyptus distuberosa subsp. aerata,D.Nicolle,3657,32,11,29,121,17,6,221,30,Alive,None evident,,None evident,Flowered
R221/T31,-29.39,0.8,54.1,Eucalyptus distuberosa subsp. aerata,DN 3657,"Bronzite Ridge, WA",2001,CCA4274,3657,Eucalyptus distuberosa subsp. aerata,D.Nicolle,3657,32,11,29,121,17,6,221,31,Alive,None evident,,None evident,Flowered
R221/T32,-28.25,0.9,51.9,Eucalyptus distuberosa subsp. aerata,DN 3657,"Bronzite Ridge, WA",2001,CCA4275,3657,Eucalyptus distuberosa subsp. aerata,D.Nicolle,3657,32,11,29,121,17,6,221,32,Alive,None evident,,None evident,Flowered
R221/T33,-29.93,0.8,52.9,Eucalyptus distuberosa subsp. distuberosa,DN 3480,"Yellowdine, WA",2001,CCA4276,3480,Eucalyptus distuberosa subsp. distuberosa ,D.Nicolle,3480,31,9,53,119,50,19,221,33,Alive,None evident,,None evident,Flowered
R221/T34,-29.84,0.9,51.4,Eucalyptus distuberosa subsp. distuberosa,DN 3480,"Yellowdine, WA",2001,CCA4277,3480,Eucalyptus distuberosa subsp. distuberosa ,D.Nicolle,3480,31,9,53,119,50,19,221,34,Alive,None evident,,None evident,Flowered
R222/T35,-28.7,1,52.6,Eucalyptus sp. North Balladonia,DN 3625,"south of Zanthus, WA",2001,CCA4312,3625,Eucalyptus sp. North Balladonia (aff. sheathiana),D.Nicolle,3625,31,23,33,123,47,32,222,35,Alive,None evident,,None evident,Flowered
R222/T36,-27.44,1.1,53.3,Eucalyptus caesia subsp. caesia,DN 3679,"King Rocks, WA",2001,CCA4313,3679,Eucalyptus caesia subsp. caesia,D.Nicolle,3679,32,19,35,119,9,24,222,36,Alive,Slight,,None evident,Flowered
R222/T37,-27.73,1.2,52.8,Eucalyptus caesia subsp. caesia,DN 3679,"King Rocks, WA",2001,CCA4314,3679,Eucalyptus caesia subsp. caesia,D.Nicolle,3679,32,19,35,119,9,24,222,37,Alive,Moderate,,Slight,Flowered
R222/T38,-27.96,0.9,52,Eucalyptus caesia subsp. caesia,DN 3679,"King Rocks, WA",2001,CCA4315,3679,Eucalyptus caesia subsp. caesia,D.Nicolle,3679,32,19,35,119,9,24,222,38,Alive,None evident,,Moderate,Flowered
R224/T13,-26.93,0.7,52,Eucalyptus creta,DN 3606,"Mt Ney, WA",2001,CCA4355,3606,Eucalyptus creta,D.Nicolle,3606,33,4,18,122,49,0,224,13,Alive,None evident,,None evident,Flowered
R224/T14,-26.74,0.4,52.8,Eucalyptus creta,DN 3606,"Mt Ney, WA",2001,CCA4356,3606,Eucalyptus creta,D.Nicolle,3606,33,4,18,122,49,0,224,14,Alive,None evident,,None evident,Flowered
R224/T15,-27.04,0.6,52.1,Eucalyptus creta,DN 3606,"Mt Ney, WA",2001,CCA4357,3606,Eucalyptus creta,D.Nicolle,3606,33,4,18,122,49,0,224,15,Alive,None evident,,None evident,Flowered
R224/T21,-29.42,1.7,48.4,Eucalyptus camaldulensis subsp. arida,DN 3523,"Northampton, WA",2001,CCA4363,3523,Eucalyptus camaldulensis subsp. arida,D.Nicolle,3523,28,19,10,114,32,21,224,21,Alive,Moderate,,Moderate,
R224/T22,-27.45,1.6,47.6,Eucalyptus camaldulensis subsp. arida,DN 3523,"Northampton, WA",2001,CCA4364,3523,Eucalyptus camaldulensis subsp. arida,D.Nicolle,3523,28,19,10,114,32,21,224,22,Alive,Severe,,None evident,
R224/T23,-28.24,1.7,52.7,Eucalyptus camaldulensis subsp. arida,DN 3523,"Northampton, WA",2001,CCA4365,3523,Eucalyptus camaldulensis subsp. arida,D.Nicolle,3523,28,19,10,114,32,21,224,23,Alive,Severe,,None evident,Flowered
R224/T29,-27.83,0.8,50.6,Eucalyptus salicola,DN 3493,"Bimbijy Station, WA",2001,CCA4371,3493,Eucalyptus salicola,D.Nicolle,3493,29,46,52,118,14,20,224,29,Alive,None evident,,None evident,Flowered
R224/T31,-27.55,0.8,50.2,Eucalyptus salicola,DN 3493,"Bimbijy Station, WA",2001,CCA4372,3493,Eucalyptus salicola,D.Nicolle,3493,29,46,52,118,14,20,224,31,Alive,None evident,,None evident,Flowered
R224/T32,-28.43,0.8,50.1,Eucalyptus salicola,DN 3493,"Bimbijy Station, WA",2001,CCA4373,3493,Eucalyptus salicola,D.Nicolle,3493,29,46,52,118,14,20,224,32,Alive,None evident,,None evident,Flowered
R224/T33,-26.7,0.9,49.7,Eucalyptus extensa,DN 3467,"Marvel Loch, WA",2001,CCA4374,3467,Eucalyptus extensa,D.Nicolle,3467,31,38,5,119,34,14,224,33,Alive,None evident,,None evident,Flowered
R224/T34,-26.92,0.8,49.7,Eucalyptus extensa,DN 3467,"Marvel Loch, WA",2001,CCA4375,3467,Eucalyptus extensa,D.Nicolle,3467,31,38,5,119,34,14,224,34,Alive,None evident,,None evident,Flowered
R224/T35,-28.17,1,50.8,Eucalyptus extensa,DN 3467,"Marvel Loch, WA",2001,CCA4376,3467,Eucalyptus extensa,D.Nicolle,3467,31,38,5,119,34,14,224,35,Alive,None evident,,None evident,Flowered
R227/T01,-28.16,0.8,52.7,Eucalyptus astringens subsp. astringens,DN 3438,"Dragon Rocks, WA",2001,CCA4440,3438,Eucalyptus astringens subsp. astringens,D.Nicolle,3438,32,44,1,119,0,19,227,1,Alive,None evident,,None evident,Flowered
R227/T02,-29.03,0.9,53,Eucalyptus astringens subsp. astringens,DN 3438,"Dragon Rocks, WA",2001,CCA4441,3438,Eucalyptus astringens subsp. astringens,D.Nicolle,3438,32,44,1,119,0,19,227,2,Alive,None evident,,None evident,Flowered
R227/T04,-29.7,0.6,51.9,Eucalyptus astringens subsp. astringens,DN 3438,"Dragon Rocks, WA",2001,CCA4443,3438,Eucalyptus astringens subsp. astringens,D.Nicolle,3438,32,44,1,119,0,19,227,4,Alive,None evident,,None evident,Flowered
R227/T09,-27.56,1,53.7,Eucalyptus gardneri subsp. gardneri,DN 3434,"Kulin, WA",2001,CCA4446,3434,Eucalyptus gardneri subsp. gardneri,D.Nicolle,3434,32,44,44,118,9,4,227,9,Alive,None evident,,None evident,Flowered
R227/T10,-29.07,0.9,53,Eucalyptus gardneri subsp. gardneri,DN 3434,"Kulin, WA",2001,CCA4447,3434,Eucalyptus gardneri subsp. gardneri,D.Nicolle,3434,32,44,44,118,9,4,227,10,Alive,None evident,,None evident,Flowered
R229/T01,-27.95,0.8,54.2,Eucalyptus falcata,DN 3433,"Cargannocking Hill, WA",2001,CCA4499,3433,Eucalyptus falcata,D.Nicolle,3433,32,44,44,118,9,4,229,1,Alive,Slight,,None evident,Flowered
R229/T02,-28.07,0.9,51.4,Eucalyptus falcata,DN 3433,"Cargannocking Hill, WA",2001,CCA4500,3433,Eucalyptus falcata,D.Nicolle,3433,32,44,44,118,9,4,229,2,Alive,None evident,,None evident,Flowered
R229/T04,-27.24,0.8,50.3,Eucalyptus falcata,DN 3433,"Cargannocking Hill, WA",2001,CCA4501,3433,Eucalyptus falcata,D.Nicolle,3433,32,44,44,118,9,4,229,4,Alive,None evident,,None evident,Flowered
R229/T22,-27.56,0.9,51.3,Eucalyptus petraea,DN 3766,"Coorow, WA",2001,CCA4517,3766,Eucalyptus petraea,D.Nicolle,3766,29,55,24,116,6,44,229,22,Alive,None evident,,None evident,
R229/T23,-26.19,0.8,53.2,Eucalyptus petraea,DN 3766,"Coorow, WA",2001,CCA4518,3766,Eucalyptus petraea,D.Nicolle,3766,29,55,24,116,6,44,229,23,Alive,None evident,,None evident,Flowered
R231/T09,-28.13,0.9,50.6,Eucalyptus latens,DN 3742,"Ongerup, WA",2001,CCA4560,3742,Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,33,40,36,118,20,39,231,9,Alive,Slight,,None evident,Flowered
R231/T11,-26.21,1.3,48.1,Eucalyptus latens,DN 3742,"Ongerup, WA",2001,CCA4562,3742,Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,33,40,36,118,20,39,231,11,Alive,Slight,,None evident,Flowered
R231/T12,-26.24,1.3,49.5,Eucalyptus latens,DN 3742,"Ongerup, WA",2001,CCA4563,3742,Eucalyptus horistes subsp. 'southern smooth' ,D.Nicolle,3742,33,40,36,118,20,39,231,12,Alive,None evident,,None evident,Flowered
R233/T21,-28.14,0.7,52.3,Eucalyptus purpurata,DN 3579,"Bandalup Hill, WA",2001,CCA4620,3579,Eucalyptus purpurata,D.Nicolle,3579,33,40,7,120,24,3,233,21,Alive,Slight,,Slight,Flowered
R233/T23,-27.17,0.8,52.6,Eucalyptus purpurata,DN 3579,"Bandalup Hill, WA",2001,CCA4622,3579,Eucalyptus purpurata,D.Nicolle,3579,33,40,7,120,24,3,233,23,Alive,None evident,,None evident,Flowered
R233/T24,-26.95,0.8,51.8,Eucalyptus purpurata,DN 3579,"Bandalup Hill, WA",2001,CCA4623,3579,Eucalyptus purpurata,D.Nicolle,3579,33,40,7,120,24,3,233,24,Alive,Slight,,Moderate,Flowered
R234/T09,-27.94,1.1,51.8,Eucalyptus vesiculosa,DN 3565,"Corackerup, WA",2001,CCA4637,3565,Eucalyptus vesiculosa,D.Nicolle,3565,34,13,18,118,39,21,234,9,Alive,None evident,,None evident,Flowered
R234/T10,-28.17,0.8,53.1,Eucalyptus vesiculosa,DN 3565,"Corackerup, WA",2001,CCA4638,3565,Eucalyptus vesiculosa,D.Nicolle,3565,34,13,18,118,39,21,234,10,Alive,None evident,,None evident,Flowered
R235/T01,-26.71,1.5,52.8,Eucalyptus cuprea,DN 3536,"Murchison River, WA",2001,CCA4659,3536,Eucalyptus cuprea,D.Nicolle,3536,27,44,54,114,40,30,235,1,Alive,None evident,,None evident,Flowered
R235/T02,-28.15,1.2,53.9,Eucalyptus cuprea,DN 3536,"Murchison River, WA",2001,CCA4660,3536,Eucalyptus cuprea,D.Nicolle,3536,27,44,54,114,40,30,235,2,Alive,None evident,,None evident,Flowered
R235/T04,-26.93,1.4,53.3,Eucalyptus cuprea,DN 3536,"Murchison River, WA",2001,CCA4662,3536,Eucalyptus cuprea,D.Nicolle,3536,27,44,54,114,40,30,235,4,Alive,None evident,,None evident,
R235/T05,-27.37,0.9,53.4,Eucalyptus vittata,DN 3474,"Yellowdine, WA",2001,CCA4663,3474,Eucalyptus vittata,D.Nicolle,3474,31,17,29,119,47,44,235,5,Alive,None evident,,None evident,Flowered
R235/T06,-28.1,1,52.5,Eucalyptus vittata,DN 3474,"Yellowdine, WA",2001,CCA4664,3474,Eucalyptus vittata,D.Nicolle,3474,31,17,29,119,47,44,235,6,Alive,None evident,,None evident,Flowered
R235/T08,-26.85,1,53.7,Eucalyptus vittata,DN 3474,"Yellowdine, WA",2001,CCA4666,3474,Eucalyptus vittata,D.Nicolle,3474,31,17,29,119,47,44,235,8,Alive,None evident,,None evident,Flowered
R235/T25,-26.9,1.1,50,Eucalyptus behriana,DN 3183,"Edillilie, SA",2001,CCA4679,3183,Eucalyptus behriana,D.Nicolle,3183,34,27,42,135,41,21,235,25,Alive,Moderate,,None evident,Flowered
R235/T27,-27.72,0.9,48.6,Eucalyptus behriana,DN 3183,"Edillilie, SA",2001,CCA4681,3183,Eucalyptus behriana,D.Nicolle,3183,34,27,42,135,41,21,235,27,Alive,Moderate,,None evident,Flowered
R235/T28,-27.84,1.2,50.9,Eucalyptus behriana,DN 3183,"Edillilie, SA",2001,CCA4682,3183,Eucalyptus behriana,D.Nicolle,3183,34,27,42,135,41,21,235,28,Alive,Slight,,None evident,Flowered
R238/T10,-27.93,1,53.5,Eucalyptus preissiana subsp. lobata,DN 3710,"Stokes Inlet, WA",2001,CCA4733,3710,Eucalyptus preissiana subsp. lobata,D.Nicolle,3710,33,51,0,121,8,39,238,10,Alive,Slight,,Moderate,Flowered
R238/T11,-26.92,0.8,52.4,Eucalyptus preissiana subsp. lobata,DN 3710,"Stokes Inlet, WA",2001,CCA4734,3710,Eucalyptus preissiana subsp. lobata,D.Nicolle,3710,33,51,0,121,8,39,238,11,Alive,Slight,,None evident,Flowered
R238/T12,-27.01,0.6,53.8,Eucalyptus preissiana subsp. lobata,DN 3710,"Stokes Inlet, WA",2001,CCA4735,3710,Eucalyptus preissiana subsp. lobata,D.Nicolle,3710,33,51,0,121,8,39,238,12,Alive,Slight,,None evident,Flowered
R239/T05,-29.44,1.1,49.3,Eucalyptus drummondii,DN 3549,"Waroona, WA",2001,CCA4744,3549,Eucalyptus drummondii (microflora variant),D.Nicolle,3549,32,52,47,115,59,34,239,5,Alive,Slight,,None evident,
R239/T07,-29.44,1,52,Eucalyptus drummondii,DN 3549,"Waroona, WA",2001,CCA4745,3549,Eucalyptus drummondii (microflora variant),D.Nicolle,3549,32,52,47,115,59,34,239,7,Alive,Slight,,None evident,
R199/T28,-26.35,0.9,52.2,Eucalyptus eremicola subsp. eremicola,DN 2614,"Ooldea Range, SA",2002,CCA3981,2614,Eucalyptus eremicola subsp. eremicola,D.Nicolle,2614,29,50,13,130,6,16,199,28,Alive,None evident,,Not applicable,Flowered
R199/T30,-27.27,0.9,50.8,Eucalyptus eremicola subsp. eremicola,DN 2614,"Ooldea Range, SA",2002,CCA3982,2614,Eucalyptus eremicola subsp. eremicola,D.Nicolle,2614,29,50,13,130,6,16,199,30,Alive,None evident,,Not applicable,Flowered
R200/T21,-26.2,1,51.3,Eucalyptus largiflorens,DN 4172,"Cooper Creek, SA",2002,CCA3989,4172,Eucalyptus largiflorens,D.Nicolle,4172,28,42,12,138,27,26,200,21,Alive,None evident,,Not applicable,
R200/T24,-28.89,0.9,52,Eucalyptus largiflorens,DN 4172,"Cooper Creek, SA",2002,CCA3992,4172,Eucalyptus largiflorens,D.Nicolle,4172,28,42,12,138,27,26,200,24,Alive,None evident,,Not applicable,Flowered
R200/T27,-27,1.9,52.2,Eucalyptus lucasii,DN 4283,"Kumarina roadhouse, WA",2002,CCA3995,4283,Eucalyptus lucasii,D.Nicolle,4283,24,38,17,119,36,33,200,27,Alive,None evident,,Not applicable,Flowered
R200/T25,-26.44,1.4,52.1,Eucalyptus lucasii,DN 4283,"Kumarina roadhouse, WA",2002,CCA3993,4283,Eucalyptus lucasii,D.Nicolle,4283,24,38,17,119,36,33,200,25,Alive,None evident,,Not applicable,Flowered
R200/T28,-27.59,1.2,51.9,Eucalyptus lucasii,DN 4283,"Kumarina roadhouse, WA",2002,CCA3996,4283,Eucalyptus lucasii,D.Nicolle,4283,24,38,17,119,36,33,200,28,Alive,None evident,,Not applicable,Flowered
R200/T29,-27.38,0.9,48.5,Eucalyptus gongylocarpa,DN 4303,"Wiluna, WA",2002,CCA3997,4303,Eucalyptus gongylocarpa,D.Nicolle,4303,26,9,11,121,16,29,200,29,Alive,None evident,,Not applicable,Flowered
R200/T30,-25.8,0.8,50.1,Eucalyptus gongylocarpa,DN 4303,"Wiluna, WA",2002,CCA3998,4303,Eucalyptus gongylocarpa,D.Nicolle,4303,26,9,11,121,16,29,200,30,Alive,None evident,,Not applicable,Flowered
R200/T31,-28.24,0.9,49.3,Eucalyptus gongylocarpa,DN 4303,"Wiluna, WA",2002,CCA3999,4303,Eucalyptus gongylocarpa,D.Nicolle,4303,26,9,11,121,16,29,200,31,Alive,None evident,,Not applicable,Flowered
R201/T13,-27.97,0.9,52.8,Eucalyptus rowleyi,DN 4279,"Rudall 2, WA",2002,CCA4006,4279,"Eucalyptus rowleyi
",D.Nicolle,4279,22,32,13,121,29,25,201,13,Alive,None evident,,Not applicable,Flowered
R201/T15,-27.59,1,52.8,Eucalyptus rowleyi,DN 4279,"Rudall 2, WA",2002,CCA4007,4279,"Eucalyptus rowleyi
",D.Nicolle,4279,22,32,13,121,29,25,201,15,Alive,None evident,,Not applicable,
R201/T21,-28.25,1,53.8,Eucalyptus aridomontana,DN 1191,"Mt Nameless, WA",2002,CCA4009,1191,Eucalyptus aridomontana,D.Nicolle,1191,22,43,17,117,45,37,201,21,Alive,None evident,,Not applicable,Flowered
R202/T08,-27.57,0.9,53.7,Eucalyptus nudicaulis,DN 4184,"Mt Isa, Qld",2002,CCA4019,4184,Eucalyptus nudicaulis,D.Nicolle,4184,20,33,59,139,28,40,202,8,Alive,None evident,,Not applicable,Flowered
R202/T09,-28.65,1.1,54.4,Eucalyptus nudicaulis,DN 4184,"Mt Isa, Qld",2002,CCA4020,4184,Eucalyptus nudicaulis,D.Nicolle,4184,20,33,59,139,28,40,202,9,Alive,None evident,,Not applicable,Flowered
R202/T11,-28.63,0.9,54.8,Eucalyptus nudicaulis,DN 4184,"Mt Isa, Qld",2002,CCA4022,4184,Eucalyptus nudicaulis,D.Nicolle,4184,20,33,59,139,28,40,202,11,Alive,None evident,,Not applicable,Flowered
R202/T21,-28.38,0.8,48,Eucalyptus melanophloia subsp. nana,DN 4183,"Mt Isa, Qld",2002,CCA4026,4183,Eucalyptus melanophloia subsp. nana,D.Nicolle,4183,20,53,16,139,26,48,202,21,Alive,None evident,,Not applicable,Flowered
R202/T22,-27.82,1,48.4,Eucalyptus melanophloia subsp. nana,DN 4183,"Mt Isa, Qld",2002,CCA4027,4183,Eucalyptus melanophloia subsp. nana,D.Nicolle,4183,20,53,16,139,26,48,202,22,Alive,None evident,,Not applicable,Flowered
R202/T23,-29,0.8,49.2,Eucalyptus melanophloia subsp. nana,DN 4183,"Mt Isa, Qld",2002,CCA4028,4183,Eucalyptus melanophloia subsp. nana,D.Nicolle,4183,20,53,16,139,26,48,202,23,Alive,None evident,,Not applicable,Flowered
R203/T10,-26.36,0.8,50.1,Eucalyptus normantonensis,DN 4179,"Dajarra, Qld",2002,CCA4039,4179,Eucalyptus normantonensis ,D.Nicolle,4179,22,10,0,139,38,37,203,10,Alive,None evident,,Not applicable,
R203/T11,-27.18,1,50.9,Eucalyptus normantonensis,DN 4179,"Dajarra, Qld",2002,CCA4040,4179,Eucalyptus normantonensis ,D.Nicolle,4179,22,10,0,139,38,37,203,11,Alive,None evident,,Not applicable,
R206/T05,-25.27,0.8,52.3,Eucalyptus singularis,DN 3816,"Pingaring, WA",2002,CCA4114,3816,Eucalyptus singularis,D.Nicolle,3816,32,45,6,118,58,43,206,5,Alive,None evident,,Not applicable,Flowered
R206/T06,-26.62,0.7,52.6,Eucalyptus singularis,DN 3816,"Pingaring, WA",2002,CCA4115,3816,Eucalyptus singularis,D.Nicolle,3816,32,45,6,118,58,43,206,6,Alive,Moderate,,Not applicable,Flowered
R206/T07,-27.38,0.7,51.3,Eucalyptus singularis,DN 3816,"Pingaring, WA",2002,CCA4116,3816,Eucalyptus singularis,D.Nicolle,3816,32,45,6,118,58,43,206,7,Alive,Slight,,Not applicable,Flowered
R207/T20,-28.74,1.1,53.2,Eucalyptus blakelyi,DN 3796,Warby Range Vic,2002,CCA4140,3796,Eucalyptus blakelyi ,D.Nicolle,3796,36,17,55,146,9,52,207,20,Alive,None evident,,Not applicable,Flowered
R207/T22,-29.11,0.9,49.1,Eucalyptus blakelyi,DN 3796,Warby Range Vic,2002,CCA4142,3796,Eucalyptus blakelyi ,D.Nicolle,3796,36,17,55,146,9,52,207,22,Alive,None evident,,Not applicable,Flowered
R207/T23,-28.73,1,53.2,Eucalyptus blakelyi,DN 3796,Warby Range Vic,2002,CCA4143,3796,Eucalyptus blakelyi ,D.Nicolle,3796,36,17,55,146,9,52,207,23,Alive,None evident,,Not applicable,Flowered
R208/T16,-27.32,1,51,Eucalyptus gillenii,DN 2689,"Dean Range, WA",2002,CCA4159,2689,Eucalyptus gillenii ,D.Nicolle,2689,25,6,58,128,54,37,208,16,Alive,None evident,,Not applicable,Flowered
R208/T18,-27.77,0.7,51,Eucalyptus gillenii,DN 2689,"Dean Range, WA",2002,CCA4161,2689,Eucalyptus gillenii ,D.Nicolle,2689,25,6,58,128,54,37,208,18,Alive,None evident,,Not applicable,Flowered
R208/T19,-27.09,0.9,52.6,Eucalyptus gillenii,DN 2689,"Dean Range, WA",2002,CCA4162,2689,Eucalyptus gillenii ,D.Nicolle,2689,25,6,58,128,54,37,208,19,Alive,None evident,,Not applicable,Flowered
R241/T16,-26.62,1.2,49.6,Eucalyptus neglecta,DN 3797,"Buckland Valley, Vic",2002,CCA4785,3797,Eucalyptus neglecta,D.Nicolle,3797,36,58,9,146,56,2,241,16,Alive,Moderate,,Not applicable,
R241/T17,-26.5,1,49.7,Eucalyptus neglecta,DN 3797,"Buckland Valley, Vic",2002,CCA4786,3797,Eucalyptus neglecta,D.Nicolle,3797,36,58,9,146,56,2,241,17,Alive,Severe,,Not applicable,
R245/T10,-27.53,1.4,47.8,Eucalyptus camaldulensis subsp. refulgens,DN 4258,"Coongan River, WA",2002,CCA4870,4258,Corymbia stockeri subsp. peninsularis,D.Nicolle,2513,14,35,57,143,26,23,245,10,Dead,,,,
R245/T10,-27.53,1.4,47.8,Eucalyptus camaldulensis subsp. refulgens,DN 4258,"Coongan River, WA",2002,CCA4870,4258,Eucalyptus camaldulensis subsp. refulgens,D.Nicolle,4258,20,55,33,119,47,7,245,10,Alive,None evident,,Not applicable,
R245/T12,-29.32,1.6,49.8,Eucalyptus camaldulensis subsp. refulgens,DN 4258,"Coongan River, WA",2002,CCA4871,4258,Eucalyptus camaldulensis subsp. refulgens,D.Nicolle,4258,20,55,33,119,47,7,245,12,Alive,None evident,,Not applicable,
R300/T25,-27.3,1,53.6,Eucalyptus camaldulensis subsp. minima,DN 5233,"Yunta, SA",2010,CCA5430,5233,Eucalyptus camaldulensis subsp. minima,D.Nicolle,5233,32,35,32,139,34,6,300,25,Alive,None evident,,Not applicable,
R300/T27,-27.32,1.1,53.4,Eucalyptus camaldulensis subsp. minima,DN 5233,"Yunta, SA",2010,CCA5432,5233,Eucalyptus camaldulensis subsp. minima,D.Nicolle,5233,32,35,32,139,34,6,300,27,Alive,None evident,,Not applicable,Flowered
R300/T28,-28.26,1.6,50.8,Eucalyptus camaldulensis subsp. minima,DN 5233,"Yunta, SA",2010,CCA5433,5233,Eucalyptus camaldulensis subsp. minima,D.Nicolle,5233,32,35,32,139,34,6,300,28,Alive,None evident,,Not applicable,
R244/T20,-30.36,1.4,49.8,Eucalyptus camaldulensis subsp. obtusa,DN 4231,"Durack River, WA",2002,CCA4854,4231,Eucalyptus camaldulensis subsp. obtusa,D.Nicolle,4231,15,52,15,127,21,5,244,20,Alive,None evident,,Not applicable,
R244/T21,-28.54,1.4,51,Eucalyptus camaldulensis subsp. obtusa,DN 4231,"Durack River, WA",2002,CCA4855,4231,Eucalyptus camaldulensis subsp. obtusa,D.Nicolle,4231,15,52,15,127,21,5,244,21,Alive,None evident,,Not applicable,Flowered
R244/T22,-29.56,1.5,49.1,Eucalyptus camaldulensis subsp. obtusa,DN 4231,"Durack River, WA",2002,CCA4856,4231,Eucalyptus camaldulensis subsp. obtusa,D.Nicolle,4231,15,52,15,127,21,5,244,22,Alive,None evident,,Not applicable,Flowered
R011/T14,-26.2,0.8,51.5,Eucalyptus dundasii,DN 129,"Fraser Range, WA",1993,CCA0061,129,Eucalyptus dundasii,D.Nicolle,129,32,1,30,122,46,26,11,14,Alive,None evident,,None evident,Flowered
R011/T15,-26.56,0.8,51.7,Eucalyptus dundasii,DN 129,"Fraser Range, WA",1993,CCA0062,129,Eucalyptus dundasii,D.Nicolle,129,32,1,30,122,46,26,11,15,Alive,None evident,,None evident,Flowered
R011/T17,-26.88,0.7,52.1,Eucalyptus dundasii,DN 129,"Fraser Range, WA",1993,CCA0064,129,Eucalyptus dundasii,D.Nicolle,129,32,1,30,122,46,26,11,17,Alive,None evident,,None evident,Flowered
R011/T24,-25.97,0.8,54.1,Eucalyptus petraea,DN 339,"Cardinnia Rocks, WA",1993,CCA0070,339,Eucalyptus petraea,D.Nicolle,339,30,56,4,122,33,1,11,24,Alive,None evident,,None evident,Flowered
R011/T25,-26.88,0.8,51.9,Eucalyptus petraea,DN 339,"Cardinnia Rocks, WA",1993,CCA0071,339,Eucalyptus petraea,D.Nicolle,339,30,56,4,122,33,1,11,25,Alive,None evident,,None evident,Flowered
R011/T26,-25.96,0.8,52,Eucalyptus petraea,DN 339,"Cardinnia Rocks, WA",1993,CCA0072,339,Eucalyptus petraea,D.Nicolle,339,30,56,4,122,33,1,11,26,Alive,None evident,,None evident,Flowered
R012/T29,-27.02,0.9,52.7,Eucalyptus wyolensis,DN 112,"Oak Valley, SA",1993,CCA0108,112,Eucalyptus wyolensis,D.Nicolle,112,29,20,13,130,13,13,12,29,Alive,None evident,,None evident,Flowered
R012/T30,-27.78,1,54.3,Eucalyptus wyolensis,DN 112,"Oak Valley, SA",1993,CCA0109,112,Eucalyptus wyolensis,D.Nicolle,112,29,20,13,130,13,13,12,30,Alive,None evident,,None evident,Flowered
R012/T31,-28.48,0.9,51.7,Eucalyptus wyolensis,DN 112,"Oak Valley, SA",1993,CCA0110,112,Eucalyptus wyolensis,D.Nicolle,112,29,20,13,130,13,13,12,31,Alive,None evident,,None evident,Flowered
R015/T13,-26.61,0.9,55,Eucalyptus brockwayi,DN 136,"Norseman, WA",1993,CCA0175,136,Eucalyptus brockwayi,D.Nicolle,136,32,8,12,121,41,39,15,13,Alive,None evident,,None evident,Flowered
R015/T15,-27.01,1,52.1,Eucalyptus brockwayi,DN 136,"Norseman, WA",1993,CCA0177,136,Eucalyptus brockwayi,D.Nicolle,136,32,8,12,121,41,39,15,15,Alive,Fallen since 2016,,,
R015/T16,-25.36,0.9,53.3,Eucalyptus brockwayi,DN 136,"Norseman, WA",1993,CCA0178,136,Eucalyptus brockwayi,D.Nicolle,136,32,8,12,121,41,39,15,16,Alive,None evident,,None evident,Flowered
R025/T06,-27.16,0.8,50.4,Eucalyptus georgei subsp. fulgida,DN 323,"Lake Cronin, WA",1993,CCA0383,323,Eucalyptus georgei subsp. fulgida,D.Nicolle,323,32,22,38,119,50,0,25,6,Alive,None evident,,None evident,Flowered
R025/T07,-28.02,0.9,52.6,Eucalyptus georgei subsp. fulgida,DN 323,"Lake Cronin, WA",1993,CCA0384,323,Eucalyptus georgei subsp. fulgida,D.Nicolle,323,32,22,38,119,50,0,25,7,Alive,None evident,,None evident,Flowered
