UniqueID,Yearplanted,RowTree,Collector,Population,Status,Current.name,FieldID,Status.1,Observations,TaxonoriginalDN,Section,Regeneration.Strategy,AICorrected,MAT,MAP,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,AridityClass,Victoria ,Anne,Sampled.ANU,Threatened NSW,Final
713,1994,R049/T22,D.Nicolle,"Bororen, Qld",Alive,Eucalyptus tereticornis subsp. tereticornis,CCA0748,OK,,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,Combination,0.5833,21.95,1102,2,0,4,1.75,0.5,4,DrySubhumid,,x,,,x
713,1994,R049/T23,D.Nicolle,"Bororen, Qld",Alive,Eucalyptus tereticornis subsp. tereticornis,CCA0749,OK,,Eucalyptus tereticornis subsp. tereticornis,Exsertaria,Combination,0.5833,21.95,1102,2,0,4,1.75,0.5,4,DrySubhumid,,x,,,x
712,1994,R049/T24,D.Nicolle,"Gladstone, Qld",Alive,Eucalyptus moluccana,CCA0750,OK,,Eucalyptus moluccana,Adnataria,Combination,0.4318,22.05833,872,0.5,0.577350269,4,0,0,4,Semiarid,X,x,,,x
712,1994,R049/T25,D.Nicolle,"Gladstone, Qld",Alive,Eucalyptus moluccana,CCA0751,OK,,Eucalyptus moluccana,Adnataria,Combination,0.4318,22.05833,872,0.5,0.577350269,4,0,0,4,Semiarid,X,x,x,,x
712,1994,R049/T26,D.Nicolle,"Gladstone, Qld",Alive,Eucalyptus moluccana,CCA0752,OK,,Eucalyptus moluccana,Adnataria,Combination,0.4318,22.05833,872,0.5,0.577350269,4,0,0,4,Semiarid,X,x,,,x
712,1994,R049/T27,D.Nicolle,"Gladstone, Qld",Alive,Eucalyptus moluccana,CCA0753,OK,,Eucalyptus moluccana,Adnataria,Combination,0.4318,22.05833,872,0.5,0.577350269,4,0,0,4,Semiarid,X,x,,,x
722,1994,R050/T01,D.Nicolle,"Inverell, NSW",Alive,Eucalyptus blakelyi,CCA0758,OK,,Eucalyptus blakelyi,Exsertaria,Combination,0.5571,14.19583,886,0,0,4,0.333333333,0.577350269,4,DrySubhumid,,x,,,x
722,1994,R050/T03,D.Nicolle,"Inverell, NSW",Alive,Eucalyptus blakelyi,CCA0759,OK,,Eucalyptus blakelyi,Exsertaria,Combination,0.5571,14.19583,886,0,0,4,0.333333333,0.577350269,4,DrySubhumid,,x,,,x
722,1994,R050/T04,D.Nicolle,"Inverell, NSW",Alive,Eucalyptus blakelyi,CCA0760,OK,,Eucalyptus blakelyi,Exsertaria,Combination,0.5571,14.19583,886,0,0,4,0.333333333,0.577350269,4,DrySubhumid,,x,,,x
723,1994,R050/T06,D.Nicolle,"Inverell, NSW",Alive,Eucalyptus dealbata,,,,Eucalyptus dealbata,Exsertaria,Uncertain,0.4153,16.67083,765,0.75,,,0.75,,,Semiarid,,x,,,x
724,1994,R050/T09,D.Nicolle,"Nandewar Range, NSW",Alive,Eucalyptus dealbata,,,,Eucalyptus dealbata,Exsertaria,Uncertain,0.4164,16.0375,753,0.666666667,,,0.333333333,,,Semiarid,,x,,,x
724,1994,R050/T11,D.Nicolle,"Nandewar Range, NSW",Alive,Eucalyptus dealbata,,,,Eucalyptus dealbata,Exsertaria,Uncertain,0.4164,16.0375,753,0.666666667,,,0.333333333,,,Semiarid,,x,,,x
666,1994,R050/T13,,"Flora Range, Qld",,Eucalyptus crebra,,,,Eucalyptus fibrosa,Adnataria,Combination,0.6368,18.67083,1085,0,,,1,,,DrySubhumid,,x,x,,x
666,1994,R050/T14,,"Flora Range, Qld",,Eucalyptus crebra,,,,Eucalyptus fibrosa,Adnataria,Combination,0.6368,18.67083,1085,0,,,1,,,DrySubhumid,,x,,,x
666,1994,R050/T15,,"Flora Range, Qld",,Eucalyptus crebra,,,,Eucalyptus fibrosa,Adnataria,Combination,0.6368,18.67083,1085,0,,,1,,,DrySubhumid,,x,,,x
666,1994,R050/T16,,"Flora Range, Qld",,Eucalyptus crebra,,,,Eucalyptus fibrosa,Adnataria,Combination,0.6368,18.67083,1085,0,,,1,,,DrySubhumid,,x,,,x
720,1994,R050/T21,,"Mt Beerwah, Qld",,Eucalyptus kabiana,,,,Eucalyptus kabiana,Exsertaria,Lignotuber,0.6827,13.44583321,886,0.25,,,0.5,,,Humid,,x,,,x
720,1994,R050/T22,,"Mt Beerwah, Qld",,Eucalyptus kabiana,,,,Eucalyptus kabiana,Exsertaria,Lignotuber,0.6827,13.44583321,886,0.25,,,0.5,,,Humid,,x,,,x
704,1998,R151/T25,D.Nicolle,"Blackdown Tableland, Qld",Alive,Eucalyptus sphaerocarpa,CCA3187,OK,Small,Eucalyptus sphaerocarpa,Eucalyptus,Combination,0.3586,17.7625,646,2.333333333,,3,2.666666667,,3,Semiarid,,,,,
704,1998,R151/T26,D.Nicolle,"Blackdown Tableland, Qld",Alive,Eucalyptus sphaerocarpa,CCA3188,OK,,Eucalyptus sphaerocarpa,Eucalyptus,Combination,0.3586,17.7625,646,2.333333333,,3,2.666666667,,3,Semiarid,,,,,
704,1998,R151/T27,D.Nicolle,"Blackdown Tableland, Qld",Alive,Eucalyptus sphaerocarpa,CCA3189,OK,Small,Eucalyptus sphaerocarpa,Eucalyptus,Combination,0.3586,17.7625,646,2.333333333,,3,2.666666667,,3,Semiarid,,,,,
720,1994,R050/T23,,"Mt Beerwah, Qld",,Eucalyptus kabiana,,,,Eucalyptus kabiana,Exsertaria,Lignotuber,0.6827,13.44583321,886,0.25,,,0.5,,,Humid,,x,,,x
720,1994,R050/T24,,"Mt Beerwah, Qld",,Eucalyptus kabiana,,,,Eucalyptus kabiana,Exsertaria,Lignotuber,0.6827,13.44583321,886,0.25,,,0.5,,,Humid,,x,,,x
653,1994,R050/T33,,"Armidale, NSW",,Eucalyptus banksii,,,,Eucalyptus banksii,Maidenaria,Combination,0.5235,13.20833,787,0.666666667,,,0.333333333,,,DrySubhumid,X,,,,x
653,1994,R050/T35,,"Armidale, NSW",,Eucalyptus banksii,,,,Eucalyptus banksii,Maidenaria,Combination,0.5235,13.20833,787,0.666666667,,,0.333333333,,,DrySubhumid,X,,,,x
653,1994,R050/T36,,"Armidale, NSW",,Eucalyptus banksii,,,,Eucalyptus banksii,Maidenaria,Combination,0.5235,13.20833,787,0.666666667,,,0.333333333,,,DrySubhumid,X,,,,x
680,1994,R051/T01,D.Nicolle,"Kogan, Qld",Alive,Eucalyptus elegans,,,,Eucalyptus elegans,Adnataria,Combination,0.3167,19.06667,616,0,,,0,,,Semiarid,,x,,,x
680,1994,R051/T03,D.Nicolle,"Kogan, Qld",Alive,Eucalyptus elegans,,,,Eucalyptus elegans,Adnataria,Combination,0.3167,19.06667,616,0,,,0,,,Semiarid,,x,,,x
680,1994,R051/T04,D.Nicolle,"Kogan, Qld",Alive,Eucalyptus elegans,,,,Eucalyptus elegans,Adnataria,Combination,0.3167,19.06667,616,0,,,0,,,Semiarid,,x,,,x
715,1994,R058/T34,D.Nicolle,"Goodwood, Qld",Alive,Eucalyptus latisinensis,CCA0935,OK,,Eucalyptus latisinensis,Eucalyptus,Combination,0.557,21.22917,1029,0,0,4,0,0,4,DrySubhumid,,,,,
715,1994,R058/T32,D.Nicolle,"Goodwood, Qld",Alive,Eucalyptus latisinensis,CCA0934,OK,,Eucalyptus latisinensis,Eucalyptus,Combination,0.557,21.22917,1029,0,0,4,0,0,4,DrySubhumid,,,,,
686,1994,R051/T05,D.Nicolle,"Burncluith, Qld",Alive,Eucalyptus argophloia,,,,Eucalyptus argophloia,Adnataria,Combination,0.3121,19.59583,631,0,,,0,,,Semiarid,,x,,,x
686,1994,R051/T06,D.Nicolle,"Burncluith, Qld",Alive,Eucalyptus argophloia,,,,Eucalyptus argophloia,Adnataria,Combination,0.3121,19.59583,631,0,,,0,,,Semiarid,,x,,,x
686,1994,R051/T07,D.Nicolle,"Burncluith, Qld",Alive,Eucalyptus argophloia,,,,Eucalyptus argophloia,Adnataria,Combination,0.3121,19.59583,631,0,,,0,,,Semiarid,,x,,,x
598,1994,R051/T13,,"Mother Woila, NSW",,Eucalyptus smithii,,,,Eucalyptus smithii,Maidenaria,Combination,0.7696,10.39583,935,2,,,2.25,,,Humid,X,,,,x
598,1994,R051/T14,,"Mother Woila, NSW",,Eucalyptus smithii,,,,Eucalyptus smithii,Maidenaria,Combination,0.7696,10.39583,935,2,,,2.25,,,Humid,X,,,,x
598,1994,R051/T15,,"Mother Woila, NSW",,Eucalyptus smithii,,,,Eucalyptus smithii,Maidenaria,Combination,0.7696,10.39583,935,2,,,2.25,,,Humid,X,,,,x
598,1994,R051/T16,,"Mother Woila, NSW",,Eucalyptus smithii,,,,Eucalyptus smithii,Maidenaria,Combination,0.7696,10.39583,935,2,,,2.25,,,Humid,X,,,,x
725,1994,R060/T10,D.Nicolle,"Narrabri, NSW",Alive,Eucalyptus rossii,CCA0952,OK,,Eucalyptus rossii,Eucalyptus,Combination,0.3628,17.26667,693,0.75,0.957427108,4,1.25,0.957427108,4,Semiarid,,,,,
725,1994,R060/T09,D.Nicolle,"Narrabri, NSW",Alive,Eucalyptus rossii,CCA0951,OK,,Eucalyptus rossii,Eucalyptus,Combination,0.3628,17.26667,693,0.75,0.957427108,4,1.25,0.957427108,4,Semiarid,,,,,
725,1994,R060/T12,D.Nicolle,"Narrabri, NSW",Alive,Eucalyptus rossii,CCA0954,OK,,Eucalyptus rossii,Eucalyptus,Combination,0.3628,17.26667,693,0.75,0.957427108,4,1.25,0.957427108,4,Semiarid,,,,,
725,1994,R060/T11,D.Nicolle,"Narrabri, NSW",Alive,Eucalyptus rossii,CCA0953,OK,,Eucalyptus rossii,Eucalyptus,Combination,0.3628,17.26667,693,0.75,0.957427108,4,1.25,0.957427108,4,Semiarid,,,,,
671,1994,R052/T01,D.Nicolle,"Mt Norman, Qld",Alive,Eucalyptus prava,CCA0800,OK,,Eucalyptus prava,Exsertaria,Combination,0.6147,18.91666603,921,1.333333333,,3,2,,3,DrySubhumid,,x,,,x
671,1994,R052/T03,D.Nicolle,"Mt Norman, Qld",Alive,Eucalyptus prava,,OK,,Eucalyptus prava,Exsertaria,Combination,0.6147,18.91666603,921,1.333333333,,3,2,,3,DrySubhumid,,x,,,x
671,1994,R052/T04,D.Nicolle,"Mt Norman, Qld",Alive,Eucalyptus prava,,OK,,Eucalyptus prava,Exsertaria,Combination,0.6147,18.91666603,921,1.333333333,,3,2,,3,DrySubhumid,,x,,,x
668,1994,R052/T05,D.Nicolle,"Tenterfield, NSW",Alive,Eucalyptus amplifolia subsp. sessiliflora,CCA0803,OK,,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,Combination,0.5714,14.7,882,1.5,1.732050808,4,0.666666667,0.577350269,4,DrySubhumid,,x,,,x
668,1994,R052/T06,D.Nicolle,"Tenterfield, NSW",Alive,Eucalyptus amplifolia subsp. sessiliflora,CCA0804,OK,,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,Combination,0.5714,14.7,882,1.5,1.732050808,4,0.666666667,0.577350269,4,DrySubhumid,,x,,,x
668,1994,R052/T07,D.Nicolle,"Tenterfield, NSW",Alive,Eucalyptus amplifolia subsp. sessiliflora,CCA0805,OK,,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,Combination,0.5714,14.7,882,1.5,1.732050808,4,0.666666667,0.577350269,4,DrySubhumid,,x,,,x
668,1994,R052/T08,D.Nicolle,"Tenterfield, NSW",Alive,Eucalyptus amplifolia subsp. sessiliflora,CCA0806,OK,,Eucalyptus amplifolia subsp. sessiliflora,Exsertaria,Combination,0.5714,14.7,882,1.5,1.732050808,4,0.666666667,0.577350269,4,DrySubhumid,,x,,,x
674,1994,R052/T09,D.Nicolle,"Wallangarra, Qld",Alive,Eucalyptus sideroxylon,CCA0807,OK,,Eucalyptus sideroxylon,Adnataria,Combination,0.5225,15.20833,841,0,0,4,0,0,4,DrySubhumid,X,x,,,x
674,1994,R052/T10,D.Nicolle,"Wallangarra, Qld",Alive,Eucalyptus sideroxylon,CCA0808,OK,,Eucalyptus sideroxylon,Adnataria,Combination,0.5225,15.20833,841,0,0,4,0,0,4,DrySubhumid,X,x,x,,x
674,1994,R052/T11,D.Nicolle,"Wallangarra, Qld",Alive,Eucalyptus sideroxylon,CCA0809,OK,,Eucalyptus sideroxylon,Adnataria,Combination,0.5225,15.20833,841,0,0,4,0,0,4,DrySubhumid,X,x,,,x
674,1994,R052/T12,D.Nicolle,"Wallangarra, Qld",Alive,Eucalyptus sideroxylon,CCA0810,OK,,Eucalyptus sideroxylon,Adnataria,Combination,0.5225,15.20833,841,0,0,4,0,0,4,DrySubhumid,X,x,,,x
685,1994,R053/T05,D.Nicolle,"Tara, Qld",Alive,Eucalyptusÿfibrosaÿsubsp.ÿnubilis,,,,Eucalyptus nubilis,Adnataria,Combination,0.3134,18.95417,615,0.333333333,,,0.5,,,Semiarid,,x,,,x
685,1994,R053/T06,D.Nicolle,"Tara, Qld",Alive,Eucalyptusÿfibrosaÿsubsp.ÿnubilis,,,,Eucalyptus nubilis,Adnataria,Combination,0.3134,18.95417,615,0.333333333,,,0.5,,,Semiarid,,x,,,x
685,1994,R053/T08,D.Nicolle,"Tara, Qld",Alive,Eucalyptusÿfibrosaÿsubsp.ÿnubilis,,,,Eucalyptus nubilis,Adnataria,Combination,0.3134,18.95417,615,0.333333333,,,0.5,,,Semiarid,,x,,,x
639,1994,R053/T09,D.Nicolle,"Nelson Bay, NSW",Alive,Eucalyptus paniculata,CCA0827,OK,,Eucalyptus paniculata (subsp. matutina),Adnataria,Combination,0.818,18.075,1301,0,0,4,0.25,0.5,4,Humid,X,x,,,x
639,1994,R053/T10,D.Nicolle,"Nelson Bay, NSW",Alive,Eucalyptus paniculata,CCA0828,OK,,Eucalyptus paniculata (subsp. matutina),Adnataria,Combination,0.818,18.075,1301,0,0,4,0.25,0.5,4,Humid,X,x,,,x
639,1994,R053/T11,D.Nicolle,"Nelson Bay, NSW",Alive,Eucalyptus paniculata,CCA0829,OK,,Eucalyptus paniculata (subsp. matutina),Adnataria,Combination,0.818,18.075,1301,0,0,4,0.25,0.5,4,Humid,X,x,,,x
639,1994,R053/T12,D.Nicolle,"Nelson Bay, NSW",Alive,Eucalyptus paniculata,CCA0830,OK,,Eucalyptus paniculata (subsp. matutina),Adnataria,Combination,0.818,18.075,1301,0,0,4,0.25,0.5,4,Humid,X,x,,,x
604,1994,R053/T17,D.Nicolle,"Nerriga, NSW",Alive,Eucalyptus amplifolia subsp. amplifolia,CCA0833,OK,,Eucalyptus amplifolia subsp. amplifolia,Exsertaria,Combination,0.6038,13.0625,825,0.5,0.577350269,4,1.5,0.577350269,4,DrySubhumid,,x,,,x
604,1994,R053/T18,D.Nicolle,"Nerriga, NSW",Alive,Eucalyptus amplifolia subsp. amplifolia,CCA0834,OK,,Eucalyptus amplifolia subsp. amplifolia,Exsertaria,Combination,0.6038,13.0625,825,0.5,0.577350269,4,1.5,0.577350269,4,DrySubhumid,,x,,,x
762,1998,R154/T25,D.Nicolle,"Coxs Creek, NSW",Alive,Eucalyptus camphora subsp. camphora,CCA3225,OK,,Eucalyptus camphora subsp. camphora,Maidenaria,Combination,0.5058,13.89583,761,2,0,3,2,0,3,DrySubhumid,X,,,,
762,1998,R154/T26,D.Nicolle,"Coxs Creek, NSW",Alive,Eucalyptus camphora subsp. camphora,CCA3226,OK,,Eucalyptus camphora subsp. camphora,Maidenaria,Combination,0.5058,13.89583,761,2,0,3,2,0,3,DrySubhumid,X,,,,
762,1998,R154/T28,D.Nicolle,"Coxs Creek, NSW",Alive,Eucalyptus camphora subsp. camphora,CCA3227,OK,,Eucalyptus camphora subsp. camphora,Maidenaria,Combination,0.5058,13.89583,761,2,0,3,2,0,3,DrySubhumid,X,,,,
776,1994,R048/T02,D.Nicolle,"Rylstone, NSW",Alive,Eucalyptus alligatrix subsp. miscella,CCA0702,OK,,Eucalyptus alligatrix subsp. miscella,Maidenaria,Combination,0.4312,14.64167,688,3.666666667,0.577350269,4,4,,4,Semiarid,X,,,,
776,1994,R048/T01,D.Nicolle,"Rylstone, NSW",Alive,Eucalyptus alligatrix subsp. miscella,CCA0701,Dead,,Eucalyptus alligatrix subsp. miscella,Maidenaria,Combination,0.4312,14.64167,688,3.666666667,0.577350269,4,4,,4,Semiarid,X,,,,
776,1994,R048/T03,D.Nicolle,"Rylstone, NSW",Alive,Eucalyptus alligatrix subsp. miscella,CCA0703,OK,,Eucalyptus alligatrix subsp. miscella,Maidenaria,Combination,0.4312,14.64167,688,3.666666667,0.577350269,4,4,,4,Semiarid,X,,,,
604,1994,R053/T19,D.Nicolle,"Nerriga, NSW",Alive,Eucalyptus amplifolia subsp. amplifolia,CCA0835,OK,,Eucalyptus amplifolia subsp. amplifolia,Exsertaria,Combination,0.6038,13.0625,825,0.5,0.577350269,4,1.5,0.577350269,4,DrySubhumid,,x,,,x
604,1994,R053/T20,D.Nicolle,"Nerriga, NSW",Alive,Eucalyptus amplifolia subsp. amplifolia,CCA0836,OK,,Eucalyptus amplifolia subsp. amplifolia,Exsertaria,Combination,0.6038,13.0625,825,0.5,0.577350269,4,1.5,0.577350269,4,DrySubhumid,,x,,,x
689,1994,R053/T25,D.Nicolle,"Barakula State Forest, Qld",Alive,Eucalyptus dura,CCA0841,Only genomics,,Eucalyptus dura,Adnataria,Combination,0.3478,18.45833,652,0,0,4,0,0,4,Semiarid,X,x,,,x
689,1994,R053/T26,D.Nicolle,"Barakula State Forest, Qld",Alive,Eucalyptus dura,CCA0842,OK,,Eucalyptus dura,Adnataria,Combination,0.3478,18.45833,652,0,0,4,0,0,4,Semiarid,X,x,,,x
779,1994,R057/T06,D.Nicolle,"Capertee, NSW",Alive,Eucalyptus macrorhyncha subsp. cannonii,CCA0911,OK,,Eucalyptus macrorhyncha subsp. cannonii,Eucalyptus,Combination,0.5336,12.85,782,0.5,0.707106781,4,0.5,0.707106781,4,DrySubhumid,,,,,
779,1994,R057/T07,D.Nicolle,"Capertee, NSW",Alive,Eucalyptus macrorhyncha subsp. cannonii,CCA0912,OK,,Eucalyptus macrorhyncha subsp. cannonii,Eucalyptus,Combination,0.5336,12.85,782,0.5,0.707106781,4,0.5,0.707106781,4,DrySubhumid,,,,,
781,1994,R057/T11,D.Nicolle,"Pyramul, NSW",Alive,Eucalyptus rossii,CCA0914,OK,,Eucalyptus rossii,Eucalyptus,Combination,0.5734,12.975,849,0,0,4,1.5,0.707106781,4,DrySubhumid,,,,,
781,1994,R057/T10,D.Nicolle,"Pyramul, NSW",Alive,Eucalyptus rossii,CCA0913,OK,,Eucalyptus rossii,Eucalyptus,Combination,0.5734,12.975,849,0,0,4,1.5,0.707106781,4,DrySubhumid,,,,,
689,1994,R053/T27,D.Nicolle,"Barakula State Forest, Qld",Alive,Eucalyptus dura,CCA0843,OK,,Eucalyptus dura,Adnataria,Combination,0.3478,18.45833,652,0,0,4,0,0,4,Semiarid,X,x,,,x
689,1994,R053/T28,D.Nicolle,"Barakula State Forest, Qld",Alive,Eucalyptus dura,CCA0844,OK,,Eucalyptus dura,Adnataria,Combination,0.3478,18.45833,652,0,0,4,0,0,4,Semiarid,X,x,,,x
683,1994,R053/T33,D.Nicolle,"Tara, Qld",Alive,Eucalyptus panda,,,,Eucalyptus panda,Adnataria,Combination,0.3159,18.8625,620,0,,,0.333333333,,,Semiarid,,x,,,x
683,1994,R053/T35,D.Nicolle,"Tara, Qld",Alive,Eucalyptus panda,,,,Eucalyptus panda,Adnataria,Combination,0.3159,18.8625,620,0,,,0.333333333,,,Semiarid,,x,,,x
683,1994,R053/T36,D.Nicolle,"Tara, Qld",Alive,Eucalyptus panda,,,,Eucalyptus panda,Adnataria,Combination,0.3159,18.8625,620,0,,,0.333333333,,,Semiarid,,x,,,x
717,1994,R054/T13,D.Nicolle,"Gympie, Qld",Alive,Eucalyptus siderophloia,,,,Eucalyptus siderophloia,Adnataria,Combination,0.6024,20.4,1103,1,,,0.5,,,DrySubhumid,,x,,,x
717,1994,R054/T14,D.Nicolle,"Gympie, Qld",Alive,Eucalyptus siderophloia,,,,Eucalyptus siderophloia,Adnataria,Combination,0.6024,20.4,1103,1,,,0.5,,,DrySubhumid,,x,,,x
717,1994,R054/T15,D.Nicolle,"Gympie, Qld",Alive,Eucalyptus siderophloia,,,,Eucalyptus siderophloia,Adnataria,Combination,0.6024,20.4,1103,1,,,0.5,,,DrySubhumid,,x,,,x
805,1995,R076/T31,D.Nicolle,"Kangaroo Island, SA",Alive,Eucalyptus ovata subsp. ovata,CCA1379,OK,,Eucalyptus ovata subsp. ovata,Maidenaria,Combination,0.5033,14.48333,733,1.333333333,1.154700538,4,0.333333333,0.577350269,4,DrySubhumid,X,,,,
805,1995,R076/T29,D.Nicolle,"Kangaroo Island, SA",Alive,Eucalyptus ovata subsp. ovata,CCA1377,OK,,Eucalyptus ovata subsp. ovata,Maidenaria,Combination,0.5033,14.48333,733,1.333333333,1.154700538,4,0.333333333,0.577350269,4,DrySubhumid,X,,,,
805,1995,R076/T30,D.Nicolle,"Kangaroo Island, SA",Alive,Eucalyptus ovata subsp. ovata,CCA1378,OK,,Eucalyptus ovata subsp. ovata,Maidenaria,Combination,0.5033,14.48333,733,1.333333333,1.154700538,4,0.333333333,0.577350269,4,DrySubhumid,X,,,,
697,1994,R054/T16,D.Nicolle,"Moura, Qld",Alive,Eucalyptus cambageana,CCA0859,OK,,Eucalyptus cambageana,Adnataria,Combination,0.3047,21.41667,634,0,0,4,0,0,4,Semiarid,X,x,,,x
697,1994,R054/T18,D.Nicolle,"Moura, Qld",Alive,Eucalyptus cambageana,CCA0860,OK,Tall,Eucalyptus cambageana,Adnataria,Combination,0.3047,21.41667,634,0,0,4,0,0,4,Semiarid,X,x,,,x
697,1994,R054/T19,D.Nicolle,"Moura, Qld",Alive,Eucalyptus cambageana,CCA0861,OK,Tall,Eucalyptus cambageana,Adnataria,Combination,0.3047,21.41667,634,0,0,4,0,0,4,Semiarid,X,x,,,x
698,1994,R054/T20,D.Nicolle,"Rolleston, Qld",Alive,Eucalyptus orgadophila,CCA0862,OK,,Eucalyptus orgadophila,Adnataria,Combination,0.2951,21.19583,634,0.25,0.5,4,0.25,0.5,4,Semiarid,X,x,,,x
812,1995,R069/T36,D.Nicolle,"Kangaroo Island, SA",Alive,Eucalyptus remota,CCA1215,OK,,Eucalyptus remota,Eucalyptus,Combination,0.532,14.40417,785,2.666666667,1.154700538,4,3,0,4,DrySubhumid,,,,,
812,1995,R069/T38,D.Nicolle,"Kangaroo Island, SA",Alive,Eucalyptus remota,CCA1217,Dead,,Eucalyptus remota,Eucalyptus,Combination,0.532,14.40417,785,2.666666667,1.154700538,4,3,0,4,DrySubhumid,,,,,
812,1995,R069/T37,D.Nicolle,"Kangaroo Island, SA",Alive,Eucalyptus remota,CCA1216,OK,,Eucalyptus remota,Eucalyptus,Combination,0.532,14.40417,785,2.666666667,1.154700538,4,3,0,4,DrySubhumid,,,,,
698,1994,R054/T21,D.Nicolle,"Rolleston, Qld",Alive,Eucalyptus orgadophila,CCA0863,OK,,Eucalyptus orgadophila,Adnataria,Combination,0.2951,21.19583,634,0.25,0.5,4,0.25,0.5,4,Semiarid,X,x,,,x
698,1994,R054/T22,D.Nicolle,"Rolleston, Qld",Alive,Eucalyptus orgadophila,CCA0864,OK,,Eucalyptus orgadophila,Adnataria,Combination,0.2951,21.19583,634,0.25,0.5,4,0.25,0.5,4,Semiarid,X,x,,,x
698,1994,R054/T23,D.Nicolle,"Rolleston, Qld",Alive,Eucalyptus orgadophila,CCA0865,OK,,Eucalyptus orgadophila,Adnataria,Combination,0.2951,21.19583,634,0.25,0.5,4,0.25,0.5,4,Semiarid,X,x,,,x
641,1994,R056/T08,D.Nicolle,"Williamstown, NSW",Alive,Eucalyptus parramattensis subsp. decadens,CCA0895,OK,,Eucalyptus parramattensis subsp. decadens,Exsertaria,Combination,0.7309,17.77917,1165,1,0,4,1.666666667,1.154700538,4,DrySubhumid,X,x,,X,x
641,1994,R056/T09,D.Nicolle,"Williamstown, NSW",Alive,Eucalyptus parramattensis subsp. decadens,CCA0896,OK,,Eucalyptus parramattensis subsp. decadens,Exsertaria,Combination,0.7309,17.77917,1165,1,0,4,1.666666667,1.154700538,4,DrySubhumid,X,x,,X,x
641,1994,R056/T10,D.Nicolle,"Williamstown, NSW",Alive,Eucalyptus parramattensis subsp. decadens,CCA0897,OK,,Eucalyptus parramattensis subsp. decadens,Exsertaria,Combination,0.7309,17.77917,1165,1,0,4,1.666666667,1.154700538,4,DrySubhumid,X,x,,X,x
659,1994,R058/T01,D.Nicolle,"Tingha, NSW",Alive,Eucalyptus mckieana?,CCA0921,OK,,Eucalyptus mckieana,Eucalyptus,Combination,0.6148,12.9625,937,0,0,3,1,0,3,DrySubhumid,X,,,X,x
659,1994,R058/T03,D.Nicolle,"Tingha, NSW",Alive,Eucalyptus mckieana?,CCA0922,OK,,Eucalyptus mckieana,Eucalyptus,Combination,0.6148,12.9625,937,0,0,3,1,0,3,DrySubhumid,X,,,X,x
716,1994,R058/T04,D.Nicolle,"Goodwood, Qld",Alive,Eucalyptus hallii,CCA0923,OK,,Eucalyptus hallii,Exsertaria,Combination,0.5469,21.225,1004,0,0,4,1,0,4,DrySubhumid,,x,,,x
716,1994,R058/T05,D.Nicolle,"Goodwood, Qld",Alive,Eucalyptus hallii,CCA0924,OK,,Eucalyptus hallii,Exsertaria,Combination,0.5469,21.225,1004,0,0,4,1,0,4,DrySubhumid,,x,,,x
716,1994,R058/T06,D.Nicolle,"Goodwood, Qld",Alive,Eucalyptus hallii,CCA0925,OK,,Eucalyptus hallii,Exsertaria,Combination,0.5469,21.225,1004,0,0,4,1,0,4,DrySubhumid,,x,,,x
716,1994,R058/T07,D.Nicolle,"Goodwood, Qld",Alive,Eucalyptus hallii,CCA0926,OK,,Eucalyptus hallii,Exsertaria,Combination,0.5469,21.225,1004,0,0,4,1,0,4,DrySubhumid,,x,,,x
941,1995,R075/T27,D.Nicolle,"Port Lincoln 1, SA",Alive,Eucalyptus viminalis subsp. cygnetensis,CCA1367,OK,,Eucalyptus viminalis subsp. cygnetensis,Maidenaria,Combination,0.3242,15.67083,531,1.5,1,4,2,1.154700538,4,Semiarid,X,,,,
941,1995,R075/T28,D.Nicolle,"Port Lincoln 1, SA",Alive,Eucalyptus viminalis subsp. cygnetensis,CCA1368,OK,,Eucalyptus viminalis subsp. cygnetensis,Maidenaria,Combination,0.3242,15.67083,531,1.5,1,4,2,1.154700538,4,Semiarid,X,,,,
941,1995,R075/T29,D.Nicolle,"Port Lincoln 1, SA",Alive,Eucalyptus viminalis subsp. cygnetensis,CCA1369,OK,,Eucalyptus viminalis subsp. cygnetensis,Maidenaria,Combination,0.3242,15.67083,531,1.5,1,4,2,1.154700538,4,Semiarid,X,,,,
941,1995,R075/T26,D.Nicolle,"Port Lincoln 1, SA",Alive,Eucalyptus viminalis subsp. cygnetensis,CCA1366,OK,,Eucalyptus viminalis subsp. cygnetensis,Maidenaria,Combination,0.3242,15.67083,531,1.5,1,4,2,1.154700538,4,Semiarid,X,,,,
646,1994,R058/T12,D.Nicolle,"Eungai Creek, NSW",Alive,Eucalyptus ancophila,CCA0927,OK,,Eucalyptus ancophila,Adnataria,Combination,0.8463,18.475,1375,0.5,0.577350269,4,0.75,0.5,4,Humid,X,x,,,x
646,1994,R058/T13,D.Nicolle,"Eungai Creek, NSW",Alive,Eucalyptus ancophila,CCA0928,OK,,Eucalyptus ancophila,Adnataria,Combination,0.8463,18.475,1375,0.5,0.577350269,4,0.75,0.5,4,Humid,X,x,,,x
