Taxon,Collector,Collector's #,Mother tree generalised location collected,Latitude degrees (south),Latitude minutes (south),Latitude seconds (south),Longitude degrees (east),Longitude minutes (east),Longitude seconds (east),Row #,Tree #,Status in Feb 2016,Drought stress (June 2019),Time since death (June 2019),2006 dieback/death,Maturity at June 2019,Year planted,RowTree,,,
Eucalyptus williamsiana,D.Nicolle,660,"Gibraltar Range, NSW",29,32,39,152,15,45,61,34,Dead,,,,,1994,R061/T34,,,
Eucalyptus williamsiana,D.Nicolle,660,"Gibraltar Range, NSW",29,32,39,152,15,45,61,35,Alive,None evident,,None evident,Flowered,1994,R061/T35,,,
Eucalyptus williamsiana,D.Nicolle,660,"Gibraltar Range, NSW",29,32,39,152,15,45,61,36,Dead,,,,,1994,R061/T36,,,
Eucalyptus perriniana,D.Nicolle,584,"Nunniong Plateau, Vic",37,5,37,148,1,36,61,37,Dead,,,,,1994,R061/T37,,,
Eucalyptus perriniana,D.Nicolle,584,"Nunniong Plateau, Vic",37,5,37,148,1,36,61,38,Dead,,,,,1994,R061/T38,,,
Corymbia tessellaris,-,-,Unknown origin,-,-,-,-,-,-,61,39,Alive,None evident,,None evident,,1995,R061/T39,,,
Eucalyptus michaeliana,D.Nicolle,650,"Hillgrove, NSW",30,35,27,151,57,19,61,4,Alive,None evident,,None evident,,1994,R061/T04,,,
Eucalyptus volcanica,D.Nicolle,648,"Wollomombi, NSW",30,31,59,152,1,57,61,5,Dead,,,,,1994,R061/T05,,,
Eucalyptus volcanica,D.Nicolle,648,"Wollomombi, NSW",30,31,59,152,1,57,61,6,Alive,None evident,,Moderate,Flowered,1994,R061/T06,,,
Eucalyptus volcanica,D.Nicolle,648,"Wollomombi, NSW",30,31,59,152,1,57,61,7,Dead,,,,,1994,R061/T07,,,
Eucalyptus volcanica,D.Nicolle,648,"Wollomombi, NSW",30,31,59,152,1,57,61,8,Alive,None evident,,None evident,,1994,R061/T08,,,
Eucalyptus nobilis,D.Nicolle,647,"Dorrigo, NSW",30,19,25,152,42,49,61,9,Dead,,,Died in 2006,,1994,R061/T09,,,
Eucalyptus obtusiflora subsp. obtusiflora,D.Nicolle,1173,"Coburn Station, WA",26,35,51,114,15,1,62,1,Dead,,,,,1995,R062/T01,,,
Eucalyptus loxophleba subsp. supralaevis,D.Nicolle,1165,"Dongara, WA",29,12,57,115,18,27,62,10,Alive,None evident,,None evident,Flowered,1995,R062/T10,,,
Eucalyptus loxophleba subsp. supralaevis,D.Nicolle,1165,"Dongara, WA",29,12,57,115,18,27,62,11,Alive,Slight,,None evident,Flowered,1995,R062/T11,,,
Eucalyptus loxophleba subsp. supralaevis,D.Nicolle,1165,"Dongara, WA",29,12,57,115,18,27,62,12,Dead,,,,,1995,R062/T12,,,
Eucalyptus diminuta,D.Nicolle,1168,"Binnu, WA",28,0,38,114,40,24,62,13,Alive,None evident,,None evident,Flowered,1995,R062/T13,,,
Eucalyptus diminuta,D.Nicolle,1168,"Binnu, WA",28,0,38,114,40,24,62,14,Alive,None evident,,None evident,Flowered,1995,R062/T14,,,
Eucalyptus diminuta,D.Nicolle,1168,"Binnu, WA",28,0,38,114,40,24,62,15,Alive,None evident,,None evident,Flowered,1995,R062/T15,,,
Eucalyptus diminuta,D.Nicolle,1168,"Binnu, WA",28,0,38,114,40,24,62,16,Alive,None evident,,None evident,Flowered,1995,R062/T16,,,
Eucalyptus pilbarensis,D.Nicolle,1189,"Mt Nameless, WA",23,43,22,117,45,22,62,17,Alive,None evident,,None evident,Flowered,1995,R062/T17,,,
Eucalyptus pilbarensis,D.Nicolle,1189,"Mt Nameless, WA",23,43,22,117,45,22,62,18,Alive,None evident,,None evident,,1995,R062/T18,,,
Eucalyptus pilbarensis,D.Nicolle,1189,"Mt Nameless, WA",23,43,22,117,45,22,62,19,Dead,,,,,1995,R062/T19,,,
Eucalyptus obtusiflora subsp. obtusiflora,D.Nicolle,1173,"Coburn Station, WA",26,35,51,114,15,1,62,2,Dead,,,,,1995,R062/T02,,,
Eucalyptus pilbarensis,D.Nicolle,1189,"Mt Nameless, WA",23,43,22,117,45,22,62,20,Alive,None evident,,None evident,,1995,R062/T20,,,
Eucalyptus ultima,D.Nicolle,1182,"Cape Range 1, WA",22,7,8,114,3,5,62,21,Alive,None evident,,None evident,Flowered,1995,R062/T21,,,
Eucalyptus ultima,D.Nicolle,1182,"Cape Range 1, WA",22,7,8,114,3,5,62,22,Alive,None evident,,None evident,Budded,1995,R062/T22,,,
Eucalyptus ultima,D.Nicolle,1182,"Cape Range 1, WA",22,7,8,114,3,5,62,23,Alive,None evident,,None evident,Flowered,1995,R062/T23,,,
Eucalyptus ultima,D.Nicolle,1182,"Cape Range 1, WA",22,7,8,114,3,5,62,24,Alive,None evident,,None evident,Flowered,1995,R062/T24,,,
Eucalyptus foecunda subsp. foecunda,D.Nicolle,1152,"Bold Park, WA",31,56,31,115,46,47,62,25,Alive,Slight,,None evident,Flowered,1995,R062/T25,,,
Eucalyptus foecunda subsp. foecunda,D.Nicolle,1152,"Bold Park, WA",31,56,31,115,46,47,62,26,Alive,Slight,,None evident,Flowered,1995,R062/T26,,,
Eucalyptus foecunda subsp. foecunda,D.Nicolle,1152,"Bold Park, WA",31,56,31,115,46,47,62,27,Alive,None evident,,None evident,Flowered,1995,R062/T27,,,
Eucalyptus foecunda subsp. foecunda,D.Nicolle,1152,"Bold Park, WA",31,56,31,115,46,47,62,28,Alive,Dead (non-drought),,,,1995,R062/T28,,,
Eucalyptus mannensis subsp. vespertina,D.Nicolle,1171,"Shark Bay, WA",27,21,13,114,37,49,62,29,Dead,,,,,1995,R062/T29,,,
Eucalyptus obtusiflora subsp. obtusiflora,D.Nicolle,1173,"Coburn Station, WA",26,35,51,114,15,1,62,3,Alive,None evident,,None evident,Flowered,1995,R062/T03,,,
Eucalyptus mannensis subsp. vespertina,D.Nicolle,1171,"Shark Bay, WA",27,21,13,114,37,49,62,30,Dead,,,,,1995,R062/T30,,,
Eucalyptus mannensis subsp. vespertina,D.Nicolle,1171,"Shark Bay, WA",27,21,13,114,37,49,62,31,Alive,None evident,,None evident,Flowered,1995,R062/T31,,,
Eucalyptus virella,D.Nicolle,1116,"Newdegate, WA",33,9,27,119,9,48,62,32,Alive,None evident,,None evident,Flowered,1995,R062/T32,,,
Eucalyptus virella,D.Nicolle,1116,"Newdegate, WA",33,9,27,119,9,48,62,33,Alive,None evident,,None evident,Flowered,1995,R062/T33,,,
Eucalyptus virella,D.Nicolle,1116,"Newdegate, WA",33,9,27,119,9,48,62,34,Alive,None evident,,None evident,Flowered,1995,R062/T34,,,
Eucalyptus sepulcralis,D.Nicolle,1126,"Eyre Range 1, WA",33,54,19,119,57,0,62,35,Alive,None evident,,None evident,Flowered,1995,R062/T35,,,
Eucalyptus foecunda subsp. 'north',D.Nicolle,1161,"Coolimba, WA",29,41,51,114,57,50,62,36,Alive,None evident,,None evident,,1995,R062/T36,,,
Eucalyptus foecunda subsp. 'north',D.Nicolle,1161,"Coolimba, WA",29,41,51,114,57,50,62,37,Dead,,,,,1995,R062/T37,,,
Eucalyptus foecunda subsp. 'north',D.Nicolle,1161,"Coolimba, WA",29,41,51,114,57,50,62,38,Alive,Dead (non-drought),,,,1995,R062/T38,,,
Eucalyptus rameliana,D.Nicolle,543,"Cooma Well, WA",24,11,0,120,2,41,62,39,Dead,,,,,1995,R062/T39,,,
Eucalyptus obtusiflora subsp. obtusiflora,D.Nicolle,1173,"Coburn Station, WA",26,35,51,114,15,1,62,4,Alive,None evident,,None evident,Flowered,1995,R062/T04,,,
Eucalyptus georgei subsp. georgei,D.Nicolle,325,"Mt Day, WA",32,13,16,120,29,55,62,40,Dead,,,,,1995,R062/T40,,,
Eucalyptus georgei subsp. georgei,D.Nicolle,325,"Mt Day, WA",32,13,16,120,29,55,62,41,Alive,None evident,,None evident,Flowered,1995,R062/T41,,,
Eucalyptus georgei subsp. georgei,D.Nicolle,325,"Mt Day, WA",32,13,16,120,29,55,62,42,Dead,,,,,1995,R062/T42,,,
Eucalyptus fruticosa,D.Nicolle,1177,"Lake Macleod, WA",24,3,7,113,28,16,62,5,Alive,None evident,,None evident,Flowered,1995,R062/T05,,,
Eucalyptus fruticosa,D.Nicolle,1177,"Lake Macleod, WA",24,3,7,113,28,16,62,6,Alive,None evident,,None evident,Flowered,1995,R062/T06,,,
Eucalyptus fruticosa,D.Nicolle,1177,"Lake Macleod, WA",24,3,7,113,28,16,62,7,Alive,None evident,,None evident,Flowered,1995,R062/T07,,,
Eucalyptus fruticosa,D.Nicolle,1177,"Lake Macleod, WA",24,3,7,113,28,16,62,8,Alive,None evident,,None evident,Flowered,1995,R062/T08,,,
Eucalyptus loxophleba subsp. supralaevis,D.Nicolle,1165,"Dongara, WA",29,12,57,115,18,27,62,9,Alive,None evident,,None evident,Flowered,1995,R062/T09,,,
Eucalyptus quadrans,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,1,Alive,None evident,,None evident,Flowered,1995,R063/T01,,,
Eucalyptus oleosa subsp. corvina,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,3,3,63,10,Alive,None evident,,None evident,,1995,R063/T10,,,
Eucalyptus oleosa subsp. corvina,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,3,3,63,11,Alive,None evident,,None evident,Flowered,1995,R063/T11,,,
Eucalyptus oleosa subsp. corvina,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,3,3,63,12,Alive,None evident,,None evident,Flowered,1995,R063/T12,,,
Eucalyptus selachiana,D.Nicolle,1176,"Coburn Station, WA",26,42,8,114,11,42,63,13,Alive,None evident,,None evident,Flowered,1995,R063/T13,,,
Eucalyptus selachiana,D.Nicolle,1176,"Coburn Station, WA",26,42,8,114,11,42,63,14,Alive,None evident,,None evident,Flowered,1995,R063/T14,,,
Eucalyptus selachiana,D.Nicolle,1176,"Coburn Station, WA",26,42,8,114,11,42,63,15,Alive,None evident,,None evident,Flowered,1995,R063/T15,,,
Eucalyptus selachiana,D.Nicolle,1176,"Coburn Station, WA",26,42,8,114,11,42,63,16,Alive,None evident,,None evident,Flowered,1995,R063/T16,,,
Eucalyptus victrix,D.Nicolle,1178,"Lake Macleod,  WA",24,1,4,113,29,17,63,17,Alive,Slight,,None evident,Flowered,1995,R063/T17,,,
Eucalyptus victrix,D.Nicolle,1178,"Lake Macleod,  WA",24,1,4,113,29,17,63,18,Alive,None evident,,None evident,,1995,R063/T18,,,
Eucalyptus victrix,D.Nicolle,1178,"Lake Macleod,  WA",24,1,4,113,29,17,63,19,Alive,None evident,,None evident,Flowered,1995,R063/T19,,,
Eucalyptus quadrans,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,2,Alive,None evident,,None evident,Flowered,1995,R063/T02,,,
Eucalyptus victrix,D.Nicolle,1178,"Lake Macleod,  WA",24,1,4,113,29,17,63,20,Alive,Slight,,None evident,,1995,R063/T20,,,
Eucalyptus roycei,D.Nicolle,1175,"Coburn Station, WA",26,42,10,114,10,57,63,21,Alive,None evident,,None evident,Flowered,1995,R063/T21,,,
Eucalyptus roycei,D.Nicolle,1175,"Coburn Station, WA",26,42,10,114,10,57,63,22,Alive,None evident,,None evident,Flowered,1995,R063/T22,,,
Eucalyptus roycei,D.Nicolle,1175,"Coburn Station, WA",26,42,10,114,10,57,63,23,Dead,,,,,1995,R063/T23,,,
Eucalyptus roycei,D.Nicolle,1175,"Coburn Station, WA",26,42,10,114,10,57,63,24,Dead,,,,,1995,R063/T24,,,
Eucalyptus oleosa subsp. oleosa,D.Nicolle,516,"Coonana, WA",30,48,40,122,50,18,63,25,Alive,None evident,,None evident,Flowered,1995,R063/T25,,,
Eucalyptus oleosa subsp. oleosa,D.Nicolle,516,"Coonana, WA",30,48,40,122,50,18,63,26,Alive,None evident,,None evident,Flowered,1995,R063/T26,,,
Eucalyptus oleosa subsp. oleosa,D.Nicolle,516,"Coonana, WA",30,48,40,122,50,18,63,27,Alive,None evident,,None evident,,1995,R063/T27,,,
Eucalyptus oleosa subsp. oleosa,D.Nicolle,516,"Coonana, WA",30,48,40,122,50,18,63,28,Alive,None evident,,None evident,Flowered,1995,R063/T28,,,
Eucalyptus dumosa,D.Nicolle,981,"Mildura, NSW",34,25,15,142,26,58,63,29,Alive,None evident,,None evident,Flowered,1995,R063/T29,,,
Eucalyptus quadrans,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,3,Alive,None evident,,None evident,Flowered,1995,R063/T03,,,
Eucalyptus dumosa,D.Nicolle,981,"Mildura, NSW",34,25,15,142,26,58,63,30,Alive,None evident,,None evident,Flowered,1995,R063/T30,,,
Eucalyptus dumosa,D.Nicolle,981,"Mildura, NSW",34,25,15,142,26,58,63,31,Alive,None evident,,None evident,Flowered,1995,R063/T31,,,
Eucalyptus dumosa,D.Nicolle,981,"Mildura, NSW",34,25,15,142,26,58,63,32,Alive,None evident,,None evident,Flowered,1995,R063/T32,,,
Eucalyptus socialis subsp. viridans,D.Nicolle,928,"Lochiel, SA",33,59,17,138,12,38,63,33,Alive,None evident,,None evident,Flowered,1995,R063/T33,,,
Eucalyptus socialis subsp. viridans,D.Nicolle,928,"Lochiel, SA",33,59,17,138,12,38,63,34,Alive,None evident,,None evident,Flowered,1995,R063/T34,,,
Eucalyptus socialis subsp. viridans,D.Nicolle,928,"Lochiel, SA",33,59,17,138,12,38,63,35,Alive,None evident,,None evident,Flowered,1995,R063/T35,,,
Eucalyptus socialis subsp. viridans,D.Nicolle,928,"Lochiel, SA",33,59,17,138,12,38,63,36,Alive,None evident,,None evident,Flowered,1995,R063/T36,,,
Eucalyptus calycogona subsp. spaffordii,D.Nicolle,949,"Yeelanna, SA",34,10,39,135,43,42,63,37,Alive,None evident,,None evident,Flowered,1995,R063/T37,,,
Eucalyptus calycogona subsp. spaffordii,D.Nicolle,949,"Yeelanna, SA",34,10,39,135,43,42,63,38,Alive,None evident,,None evident,Flowered,1995,R063/T38,,,
Eucalyptus calycogona subsp. spaffordii,D.Nicolle,949,"Yeelanna, SA",34,10,39,135,43,42,63,39,Dead,,,,,1995,R063/T39,,,
Eucalyptus quadrans,D.Nicolle,1119,"Lake Chidnup, WA",33,22,39,119,53,38,63,4,Alive,None evident,,None evident,Flowered,1995,R063/T04,,,
Eucalyptus calycogona subsp. spaffordii,D.Nicolle,949,"Yeelanna, SA",34,10,39,135,43,42,63,40,Alive,None evident,,None evident,Flowered,1995,R063/T40,,,
Eucalyptus incrassata ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,5,Dead,,,,,1995,R063/T05,,,
Eucalyptus incrassata ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,6,Alive,None evident,,None evident,Flowered,1995,R063/T06,,,
Eucalyptus incrassata ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,7,Alive,None evident,,None evident,Flowered,1995,R063/T07,,,
Eucalyptus incrassata ,D.Nicolle,1117,"Dunn Rock, WA",33,21,27,119,38,42,63,8,Alive,None evident,,None evident,Flowered,1995,R063/T08,,,
Eucalyptus oleosa subsp. corvina,D.Nicolle,1123,"Ravensthorpe 1, WA",33,34,45,120,3,3,63,9,Alive,None evident,,None evident,Flowered,1995,R063/T09,,,
Corymbia hamersleyana,D.Nicolle,1190,"Mt Nameless, WA",22,43,18,117,45,26,64,1,Alive,None evident,,None evident,Flowered,1995,R064/T01,,,
Eucalyptus aridomontana,D.Nicolle,1191,"Mt Nameless 1, WA",22,43,17,117,45,37,64,10,Alive,None evident,,None evident,,1995,R064/T10,,,
Eucalyptus aridomontana,D.Nicolle,1191,"Mt Nameless 1, WA",22,43,17,117,45,37,64,11,Dead,,,,,1995,R064/T11,,,
Eucalyptus aridomontana,D.Nicolle,1191,"Mt Nameless 1, WA",22,43,17,117,45,37,64,12,Dead,,,,,1995,R064/T12,,,
Eucalyptus micranthera,D.Nicolle,1090,"Mt Ragged, WA",33,27,48,123,26,45,64,13,Alive,None evident,,None evident,Flowered,1995,R064/T13,,,
Eucalyptus micranthera,D.Nicolle,1090,"Mt Ragged, WA",33,27,48,123,26,45,64,14,Alive,None evident,,None evident,Flowered,1995,R064/T14,,,
Eucalyptus micranthera,D.Nicolle,1090,"Mt Ragged, WA",33,27,48,123,26,45,64,15,Dead,,,,,1995,R064/T15,,,
Eucalyptus sp. 'Great Victoria Desert' (aff. leptophylla),D.Nicolle,1079,"Yumbarra Con. Park, SA",31,49,27,133,27,21,64,16,Alive,None evident,,None evident,Flowered,1995,R064/T16,,,
Eucalyptus sp. 'Great Victoria Desert' (aff. leptophylla),D.Nicolle,1079,"Yumbarra Con. Park, SA",31,49,27,133,27,21,64,17,Alive,None evident,,None evident,Flowered,1995,R064/T17,,,
Eucalyptus sp. 'Great Victoria Desert' (aff. leptophylla),D.Nicolle,1079,"Yumbarra Con. Park, SA",31,49,27,133,27,21,64,18,Alive,None evident,,None evident,Flowered,1995,R064/T18,,,
Eucalyptus sp. 'Great Victoria Desert' (aff. leptophylla),D.Nicolle,1079,"Yumbarra Con. Park, SA",31,49,27,133,27,21,64,19,Alive,None evident,,None evident,Flowered,1995,R064/T19,,,
Corymbia hamersleyana,D.Nicolle,1190,"Mt Nameless, WA",22,43,18,117,45,26,64,2,Alive,None evident,,None evident,,1995,R064/T02,,,
Eucalyptus uncinata subsp. 'Esperance Plains',D.Nicolle,1089,"Cape Arid, WA",33,18,25,123,22,45,64,20,Dead,,,,,1995,R064/T20,,,
Eucalyptus uncinata subsp. 'Esperance Plains',D.Nicolle,1089,"Cape Arid, WA",33,18,25,123,22,45,64,21,Alive,None evident,,None evident,Flowered,1995,R064/T21,,,
Eucalyptus uncinata subsp. 'Esperance Plains',D.Nicolle,1089,"Cape Arid, WA",33,18,25,123,22,45,64,22,Dead,,,,,1995,R064/T22,,,
Eucalyptus uncinata subsp. 'Esperance Plains',D.Nicolle,1089,"Cape Arid, WA",33,18,25,123,22,45,64,23,Alive,None evident,,None evident,Flowered,1995,R064/T23,,,
Eucalyptus repullulans,D.Nicolle,1188,"Newman, WA",22,37,50,117,36,56,64,24,Alive,None evident,,None evident,Flowered,1995,R064/T24,,,
Eucalyptus repullulans,D.Nicolle,1188,"Newman, WA",22,37,50,117,36,56,64,25,Alive,None evident,,None evident,Flowered,1995,R064/T25,,,
Eucalyptus repullulans,D.Nicolle,1188,"Newman, WA",22,37,50,117,36,56,64,26,Alive,None evident,,None evident,Flowered,1995,R064/T26,,,
Eucalyptus repullulans,D.Nicolle,1188,"Newman, WA",22,37,50,117,36,56,64,27,Dead,,,,,1995,R064/T27,,,
Eucalyptus laeliae,D.Nicolle,1150,"Serpentine, WA",32,22,7,116,0,31,64,28,Alive,None evident,,None evident,Flowered,1995,R064/T28,,,
Eucalyptus laeliae,D.Nicolle,1150,"Serpentine, WA",32,22,7,116,0,31,64,29,Alive,Moderate,,None evident,Flowered,1995,R064/T29,,,
Corymbia hamersleyana,D.Nicolle,1190,"Mt Nameless, WA",22,43,18,117,45,26,64,3,Alive,None evident,,None evident,,1995,R064/T03,,,
Eucalyptus laeliae,D.Nicolle,1150,"Serpentine, WA",32,22,7,116,0,31,64,30,Alive,None evident,,None evident,Flowered,1995,R064/T30,,,
Eucalyptus laeliae,D.Nicolle,1150,"Serpentine, WA",32,22,7,116,0,31,64,31,Alive,None evident,,None evident,Flowered,1995,R064/T31,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,931,"Port Germein, SA",32,59,48,138,0,5,64,32,Alive,None evident,,None evident,Flowered,1995,R064/T32,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,931,"Port Germein, SA",32,59,48,138,0,5,64,33,Dead,,,,,1995,R064/T33,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,931,"Port Germein, SA",32,59,48,138,0,5,64,34,Alive,None evident,,None evident,Flowered,1995,R064/T34,,,
Eucalyptus oleosa subsp. ampliata,D.Nicolle,931,"Port Germein, SA",32,59,48,138,0,5,64,35,Alive,None evident,,None evident,Flowered,1995,R064/T35,,,
Eucalyptus cyanophylla,D.Nicolle,983,"Berri, SA",34,20,0,140,39,25,64,36,Alive,None evident,,None evident,Flowered,1995,R064/T36,,,
Eucalyptus cyanophylla,D.Nicolle,983,"Berri, SA",34,20,0,140,39,25,64,37,Alive,None evident,,None evident,Flowered,1995,R064/T37,,,
Eucalyptus cyanophylla,D.Nicolle,983,"Berri, SA",34,20,0,140,39,25,64,38,Alive,None evident,,None evident,Flowered,1995,R064/T38,,,
Eucalyptus cyanophylla,D.Nicolle,983,"Berri, SA",34,20,0,140,39,25,64,39,Alive,None evident,,None evident,Flowered,1995,R064/T39,,,
Corymbia hamersleyana,D.Nicolle,1190,"Mt Nameless, WA",22,43,18,117,45,26,64,4,Alive,None evident,,None evident,,1995,R064/T04,,,
Eucalyptus odorata,D.Nicolle,936,"Boston Island, SA",34,43,,135,55,,64,40,Alive,None evident,,None evident,,1995,R064/T40,,,
Eucalyptus odorata,D.Nicolle,936,"Boston Island, SA",34,43,,135,55,,64,41,Alive,None evident,,None evident,Flowered,1995,R064/T41,,,
Eucalyptus odorata,D.Nicolle,936,"Boston Island, SA",34,43,,135,55,,64,42,Alive,None evident,,None evident,,1995,R064/T42,,,
Eucalyptus odorata,D.Nicolle,936,"Boston Island, SA",34,43,,135,55,,64,43,Alive,None evident,,None evident,Flowered,1995,R064/T43,,,
Eucalyptus discreta,D.Nicolle,1091,"Mt Ragged, WA",33,32,50,123,31,51,64,5,Alive,None evident,,None evident,Flowered,1995,R064/T05,,,
Eucalyptus discreta,D.Nicolle,1091,"Mt Ragged, WA",33,32,50,123,31,51,64,6,Alive,None evident,,None evident,Flowered,1995,R064/T06,,,
Eucalyptus discreta,D.Nicolle,1091,"Mt Ragged, WA",33,32,50,123,31,51,64,7,Alive,None evident,,None evident,Flowered,1995,R064/T07,,,
Eucalyptus discreta,D.Nicolle,1091,"Mt Ragged, WA",33,32,50,123,31,51,64,8,Alive,None evident,,None evident,Flowered,1995,R064/T08,,,
Eucalyptus aridomontana,D.Nicolle,1191,"Mt Nameless 1, WA",22,43,17,117,45,37,64,9,Dead,,,,,1995,R064/T09,,,
Eucalyptus normantonensis,D.Nicolle,1202,"Pollock Hills, WA",22,49,41,127,37,30,65,1,Alive,None evident,,None evident,,1995,R065/T01,,,
Eucalyptus conglobata subsp. conglobata,D.Nicolle,1106,"Salmon Gums, WA",33,8,49,122,6,29,65,10,Dead,,,,,1995,R065/T10,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,11,Alive,Dead,6 - 12 months,None evident,Flowered,1995,R065/T11,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,12,Dead,,,,,1995,R065/T12,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,13,Dead,,,,,1995,R065/T13,,,
Eucalyptus x erythrandra (E. angulosa x E. tetraptera),D.Nicolle,1098,"Mt Baring, WA",33,44,48,123,15,45,65,14,Alive,Slight,,None evident,Flowered,1995,R065/T14,,,
Eucalyptus occidentalis,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,15,Alive,None evident,,None evident,Flowered,1995,R065/T15,,,
Eucalyptus occidentalis,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,16,Alive,None evident,,None evident,Flowered,1995,R065/T16,,,
Eucalyptus occidentalis,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,17,Alive,None evident,,None evident,Flowered,1995,R065/T17,,,
Eucalyptus occidentalis,D.Nicolle,1095,"Cape Arid, WA",33,43,23,123,22,2,65,18,Alive,None evident,,None evident,Flowered,1995,R065/T18,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,19,Dead,,,,,1995,R065/T19,,,
Eucalyptus normantonensis,D.Nicolle,1202,"Pollock Hills, WA",22,49,41,127,37,30,65,2,Alive,None evident,,None evident,,1995,R065/T02,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,20,Alive,None evident,,None evident,Flowered,1995,R065/T20,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,21,Alive,None evident,,None evident,Flowered,1995,R065/T21,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),D.Nicolle,1105,"Salmon Gums, WA",33,8,49,122,6,29,65,22,Dead,,,,,1995,R065/T22,,,
Eucalyptus creta,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,23,Alive,None evident,,None evident,Flowered,1995,R065/T23,,,
Eucalyptus creta,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,24,Dead,,,,,1995,R065/T24,,,
Eucalyptus creta,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,25,Alive,None evident,,None evident,Flowered,1995,R065/T25,,,
Eucalyptus creta,D.Nicolle,1102,"Mt Ridley, WA",33,4,23,122,16,15,65,26,Dead,,,,,1995,R065/T26,,,
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,27,Alive,None evident,,None evident,Flowered,1995,R065/T27,,,
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,28,Alive,None evident,,None evident,Flowered,1995,R065/T28,,,
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,29,Alive,None evident,,None evident,Flowered,1995,R065/T29,,,
Eucalyptus normantonensis,D.Nicolle,1202,"Pollock Hills, WA",22,49,41,127,37,30,65,3,Alive,None evident,,None evident,,1995,R065/T03,,,
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,30,Alive,None evident,,None evident,Flowered,1995,R065/T30,,,
Eucalyptus extrica,D.Nicolle,1092,"Cape Arid, WA",33,35,6,123,34,42,65,31,Alive,None evident,,None evident,Flowered,1995,R065/T31,,,
Eucalyptus extrica,D.Nicolle,1092,"Cape Arid, WA",33,35,6,123,34,42,65,32,Dead,,,,,1995,R065/T32,,,
Eucalyptus extrica,D.Nicolle,1092,"Cape Arid, WA",33,35,6,123,34,42,65,33,Alive,None evident,,None evident,Flowered,1995,R065/T33,,,
Eucalyptus extrica,D.Nicolle,1092,"Cape Arid, WA",33,35,6,123,34,42,65,34,Alive,None evident,,None evident,Flowered,1995,R065/T34,,,
Eucalyptus flocktoniae subsp. hebes,D.Nicolle,1104,"Salmon Gums, WA",33,8,49,122,6,29,65,35,Alive,None evident,,None evident,Flowered,1995,R065/T35,,,
Eucalyptus flocktoniae subsp. hebes,D.Nicolle,1104,"Salmon Gums, WA",33,8,49,122,6,29,65,36,Alive,None evident,,None evident,Flowered,1995,R065/T36,,,
Eucalyptus flocktoniae subsp. hebes,D.Nicolle,1104,"Salmon Gums, WA",33,8,49,122,6,29,65,37,Alive,None evident,,None evident,Flowered,1995,R065/T37,,,
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,"Mt Ridley, WA",33,15,31,122,7,28,65,38,Alive,None evident,,None evident,Flowered,1995,R065/T38,,,
