UniqueID,Yearplanted,RowTree,Current.name,TaxonoriginalDN,Section,PackedForSequencing,Diam.1.Bark,Diam.2.Bark,Diam.1.peeled,Diam.2.peeled,Volume.wood,Leaf.dry.weight,Wood.dry.weight,Taxonsimplified_DN,Acceptedname_ALA,Note.Gbif,Taxonresolution_ALA,Collector,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2019Scale,Drought2020,Drought2020Scale,Recovery2019.2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath.June2019.,Drought2006,MaturityMar2020,Maturity.at.June.2019,Yearplanted,Drought2006Scale,latitude,longitude,Binomial.Dean.Nicolle,Stateoccurrence,Regeneration.Strategy,CCA,ai_et0,et0_yr,AICorrected,MAT,TWQ,TCQ,MAP,PWM,PDM,PS,PWarmQ,PDQ,PWetQ,PCQ,MDR,ISOT,TS,MaxTWM,MinTCM,TAR,MTWQ,MeanTDQ,et0_yr_corrected,PrecDeficit,ConsevationStatusNSW
1738,1997,R142/T12,Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita (subsp. longior),Adnataria,x,10.07,9.77,7.54,7.88,2.26,1.68,2.7275,Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,,Subspecies,D.Nicolle,"Orbost, Vic",37,42,5,148,19,42,142,12,Alive,None evident,0,None evident,0,?,,,,,,Moderate,Flowered,Flowered,1997,2,-37.70138889,148.3283333,Eucalyptus polyanthemos subsp. vestita,"Vic,NSW",Combination,Y,6081,1430,0.6081,14.67083359,19.14999962,10.13333321,870,90,51,15.43101692,247,188,207,216,10.95833397,51.20716858,367.2344971,25.89999962,4.5,21.39999962,16.11666679,19.13333321,0.143,869.857,
1734,1997,R142/T31,Eucalyptus baueriana,Eucalyptus baueriana,Adnataria,x,8.14,9.01,7.52,6.65,2.06,1.49,2.0426,Eucalyptus baueriana,Eucalyptus baueriana,,Species,D.Nicolle,"Metung, Vic",37,52,40,147,51,15,142,31,Alive,Slight,1,Slight,1,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,Slight,Flowered,Flowered,1997,1,-37.87777778,147.8541667,Eucalyptus baueriana,"Vic,NSW",Combination,Y,4895,1448,0.4895,14.57083321,18.96666718,10.08333302,709,69,42,12.9788332,199,156,156,170,9.774999619,48.63183975,361.7348022,25,4.900000095,20.10000038,15.96666622,18.96666718,0.1448,708.8552,
1734,1997,R142/T32,Eucalyptus baueriana,Eucalyptus baueriana,Adnataria,x,7.89,8.34,6.3,5.83,1.47,0.94,2.5198,Eucalyptus baueriana,Eucalyptus baueriana,,Species,D.Nicolle,"Metung, Vic",37,52,40,147,51,15,142,32,Alive,Moderate,2,Moderate,2,?,None evident,,,,,None evident,Flowered,Flowered,1997,0,-37.87777778,147.8541667,Eucalyptus baueriana,"Vic,NSW",Combination,Y,4895,1448,0.4895,14.57083321,18.96666718,10.08333302,709,69,42,12.9788332,199,156,156,170,9.774999619,48.63183975,361.7348022,25,4.900000095,20.10000038,15.96666622,18.96666718,0.1448,708.8552,
1734,1997,R142/T33,Eucalyptus baueriana,Eucalyptus baueriana,Adnataria,x,7.39,7.87,5.5,6.05,1.4,0.98,1.3771,Eucalyptus baueriana,Eucalyptus baueriana,,Species,D.Nicolle,"Metung, Vic",37,52,40,147,51,15,142,33,Alive,Severe,3,Moderate,2,?,None evident,,,,,Moderate,Flowered,Flowered,1997,2,-37.87777778,147.8541667,Eucalyptus baueriana,"Vic,NSW",Combination,Y,4895,1448,0.4895,14.57083321,18.96666718,10.08333302,709,69,42,12.9788332,199,156,156,170,9.774999619,48.63183975,361.7348022,25,4.900000095,20.10000038,15.96666622,18.96666718,0.1448,708.8552,
1763,1997,R143/T13,Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,Exsertaria,x,10.28,9.87,8.71,7.68,2.32,1.51,1.7142,Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,,Subspecies,D.Nicolle,"Thirlmere, NSW",34,13,2,150,33,1,143,13,Alive,None evident,0,Slight,1,?,None evident,,,,,None evident,Flowered,Flowered,1997,0,-34.21722222,150.5502778,Eucalyptus parramattensis subsp. parramattensis,NSW,Combination,Y,6255,1481,0.6255,15.23750019,20.06666565,10.01666641,927,122,40,29.34557724,312,149,298,166,10.40833282,48.86541367,404.762146,25.60000038,4.300000191,21.29999924,19.85000038,10.80000019,0.1481,926.8519,
1763,1997,R143/T15,Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,Exsertaria,x,12.9,12.12,10.72,9.59,3.82,2.04,2.0676,Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,,Subspecies,D.Nicolle,"Thirlmere, NSW",34,13,2,150,33,1,143,15,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-34.21722222,150.5502778,Eucalyptus parramattensis subsp. parramattensis,NSW,Combination,Y,6255,1481,0.6255,15.23750019,20.06666565,10.01666641,927,122,40,29.34557724,312,149,298,166,10.40833282,48.86541367,404.762146,25.60000038,4.300000191,21.29999924,19.85000038,10.80000019,0.1481,926.8519,
1763,1997,R143/T16,Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,Exsertaria,x,10.84,10.63,8.05,8.27,2.89,1.67,1.6872,Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,,Subspecies,D.Nicolle,"Thirlmere, NSW",34,13,2,150,33,1,143,16,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-34.21722222,150.5502778,Eucalyptus parramattensis subsp. parramattensis,NSW,Combination,Y,6255,1481,0.6255,15.23750019,20.06666565,10.01666641,927,122,40,29.34557724,312,149,298,166,10.40833282,48.86541367,404.762146,25.60000038,4.300000191,21.29999924,19.85000038,10.80000019,0.1481,926.8519,
1761,1997,R143/T26,Eucalyptus beyeriana,Eucalyptus beyeriana,Adnataria,x,11.83,11.3,8.96,7.74,2.76,2.21,1.784,Eucalyptus beyeriana,Eucalyptus beyeriana,,Species,D.Nicolle,"Bargo, NSW",34,18,45,150,35,15,143,26,Alive,Slight,1,None evident,0,?,None evident,,,,,None evident,Flowered,Flowered,1997,0,-34.3125,150.5875,Eucalyptus beyeri,NSW,Combination,Y,6855,1449,0.6855,14.8708334,19.64999962,9.733333588,994,125,44,26.60884857,328,168,303,188,9.908333778,47.86634445,399.0355225,25,4.300000191,20.70000076,19.45000076,10.48333359,0.1449,993.8551,
1761,1997,R143/T27,Eucalyptus beyeriana,Eucalyptus beyeriana,Adnataria,x,11.34,10.98,8.34,8.87,2.8,1.82,1.4255,Eucalyptus beyeriana,Eucalyptus beyeriana,,Species,D.Nicolle,"Bargo, NSW",34,18,45,150,35,15,143,27,Alive,Slight,1,None evident,0,?,None evident,,,,,None evident,Flowered,Flowered,1997,0,-34.3125,150.5875,Eucalyptus beyeri,NSW,Combination,Y,6855,1449,0.6855,14.8708334,19.64999962,9.733333588,994,125,44,26.60884857,328,168,303,188,9.908333778,47.86634445,399.0355225,25,4.300000191,20.70000076,19.45000076,10.48333359,0.1449,993.8551,
1761,1997,R143/T28,Eucalyptus beyeriana,Eucalyptus beyeriana,Adnataria,x,8.92,8.87,5.86,5.89,1.42,0.93,2.8957,Eucalyptus beyeriana,Eucalyptus beyeriana,,Species,D.Nicolle,"Bargo, NSW",34,18,45,150,35,15,143,28,Alive,Slight,1,None evident,0,?,None evident,,,,,None evident,Flowered,Flowered,1997,0,-34.3125,150.5875,Eucalyptus beyeri,NSW,Combination,Y,6855,1449,0.6855,14.8708334,19.64999962,9.733333588,994,125,44,26.60884857,328,168,303,188,9.908333778,47.86634445,399.0355225,25,4.300000191,20.70000076,19.45000076,10.48333359,0.1449,993.8551,
1736,1997,R144/T28,Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,Exsertaria,x,10.41,10.77,8.44,7.91,3.27,1.97,3.6641,Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,,Subspecies,D.Nicolle,"Metung, Vic",37,50,40,147,51,8,144,28,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-37.84444444,147.8522222,Eucalyptus tereticornis subsp. mediana,Vic,Combination,Y,4827,1462,0.4827,14.85416698,19.48333359,10.16666698,706,70,42,13.31019592,201,156,170,167,11.22499943,50.56306458,378.2523193,26.5,4.300000191,22.20000076,16.36666679,17.91666603,0.1462,705.8538,
1736,1997,R144/T29,Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,Exsertaria,x,9.96,10.19,7.93,8.12,2.26,1.31,3.7186,Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,,Subspecies,D.Nicolle,"Metung, Vic",37,50,40,147,51,8,144,29,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-37.84444444,147.8522222,Eucalyptus tereticornis subsp. mediana,Vic,Combination,Y,4827,1462,0.4827,14.85416698,19.48333359,10.16666698,706,70,42,13.31019592,201,156,170,167,11.22499943,50.56306458,378.2523193,26.5,4.300000191,22.20000076,16.36666679,17.91666603,0.1462,705.8538,
1736,1997,R144/T30,Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,Exsertaria,x,10.47,9.36,8.34,7.29,2.52,1.64,2.514,Eucalyptus tereticornis subsp. mediana,Eucalyptus tereticornis subsp. mediana,,Subspecies,D.Nicolle,"Metung, Vic",37,50,40,147,51,8,144,30,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-37.84444444,147.8522222,Eucalyptus tereticornis subsp. mediana,Vic,Combination,Y,4827,1462,0.4827,14.85416698,19.48333359,10.16666698,706,70,42,13.31019592,201,156,170,167,11.22499943,50.56306458,378.2523193,26.5,4.300000191,22.20000076,16.36666679,17.91666603,0.1462,705.8538,
1798,1997,R145/T01,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,x,12.15,10.44,7.84,9.51,3.64,2.48,2.3031,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,,Subspecies,D.Nicolle,"Kingston SE, SA",36,49,35,139,55,13,145,1,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-36.82638889,139.9202778,Eucalyptus leucoxylon subsp. pruinosa,"Vic,SA,NSW",Combination,Y,3901,1547,0.3901,15.1875,19.60000038,11.05000019,604,93,16,53.5453949,265,62,63,265,10.49166679,51.68309021,349.3508606,27.29999924,7,20.29999924,11.05000019,19.48333359,0.1547,603.8453,Threatened
1798,1997,R145/T03,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,x,11.86,12.01,9.54,9,3.4,2.05,2.48,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,,Subspecies,D.Nicolle,"Kingston SE, SA",36,49,35,139,55,13,145,3,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-36.82638889,139.9202778,Eucalyptus leucoxylon subsp. pruinosa,"Vic,SA,NSW",Combination,Y,3901,1547,0.3901,15.1875,19.60000038,11.05000019,604,93,16,53.5453949,265,62,63,265,10.49166679,51.68309021,349.3508606,27.29999924,7,20.29999924,11.05000019,19.48333359,0.1547,603.8453,Threatened
1798,1997,R145/T04,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,Adnataria,x,14.29,14.29,11.4,9.99,4.74,3.04,2.5685,Eucalyptus leucoxylon subsp. pruinosa,Eucalyptus leucoxylon subsp. pruinosa,,Subspecies,D.Nicolle,"Kingston SE, SA",36,49,35,139,55,13,145,4,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1997,0,-36.82638889,139.9202778,Eucalyptus leucoxylon subsp. pruinosa,"Vic,SA,NSW",Combination,Y,3901,1547,0.3901,15.1875,19.60000038,11.05000019,604,93,16,53.5453949,265,62,63,265,10.49166679,51.68309021,349.3508606,27.29999924,7,20.29999924,11.05000019,19.48333359,0.1547,603.8453,Threatened
2119,1998,R083/T20,Eucalyptus ochrophloia,Eucalyptus ochrophloia,Adnataria,x,8.55,8.72,6.69,7.05,1.82,1.41,3.7592,Eucalyptus ochrophloia,Eucalyptus ochrophloia,,Species,D.Nicolle,"Charleville, Qld",26,30,15,146,4,55,83,20,Alive,None evident,0,None evident,0,?,,,,,,None evident,,,1998,0,-26.50416667,146.0819444,Eucalyptus ochrophloia,"Qld,NSW",Combination,Y,1860,2397,0.186,21.15416718,28.16666794,13.13333321,446,70,19,45.11689758,179,64,178,64,14.1916666,46.37799454,611.1221313,35.40000153,4.800000191,30.60000229,27.45000076,13.13333321,0.2397,445.7603,
2119,1998,R083/T21,Eucalyptus ochrophloia,Eucalyptus ochrophloia,Adnataria,x,9.78,9.61,8.12,7.5,2.53,1.99,3.0008,Eucalyptus ochrophloia,Eucalyptus ochrophloia,,Species,D.Nicolle,"Charleville, Qld",26,30,15,146,4,55,83,21,Alive,None evident,0,None evident,0,?,,,,,,None evident,,,1998,0,-26.50416667,146.0819444,Eucalyptus ochrophloia,"Qld,NSW",Combination,Y,1860,2397,0.186,21.15416718,28.16666794,13.13333321,446,70,19,45.11689758,179,64,178,64,14.1916666,46.37799454,611.1221313,35.40000153,4.800000191,30.60000229,27.45000076,13.13333321,0.2397,445.7603,
2119,1998,R083/T22,Eucalyptus ochrophloia,Eucalyptus ochrophloia,Adnataria,x,8.62,9.31,7.42,6.55,2.2,1.59,2.5173,Eucalyptus ochrophloia,Eucalyptus ochrophloia,,Species,D.Nicolle,"Charleville, Qld",26,30,15,146,4,55,83,22,Alive,None evident,0,None evident,0,?,,,,,,None evident,,,1998,0,-26.50416667,146.0819444,Eucalyptus ochrophloia,"Qld,NSW",Combination,Y,1860,2397,0.186,21.15416718,28.16666794,13.13333321,446,70,19,45.11689758,179,64,178,64,14.1916666,46.37799454,611.1221313,35.40000153,4.800000191,30.60000229,27.45000076,13.13333321,0.2397,445.7603,
2083,1998,R084/T19,Eucalyptus viridis,Eucalyptus aenea,Adnataria,x,9.45,9.04,7.4,7.06,2.24,1.875,1.66,Eucalyptus aenea,Eucalyptus viridis,,Species,D.Nicolle,"Gungal, NSW",32,17,34,150,24,40,84,16,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-32.29277778,150.4111111,Eucalyptus aenea,NSW,Lignotuber,Y,4056,1676,0.4056,16.45416641,22.45000076,10.11666679,680,102,38,31.40886116,240,121,240,121,11.27499962,45.83333588,496.434845,28.89999962,4.300000191,24.59999847,22.45000076,10.11666679,0.1676,679.8324,
2083,1998,R084/T17,Eucalyptus viridis,Eucalyptus aenea,Adnataria,x,9.14,9.41,6.99,6.92,1.95,1.38,2.1159,Eucalyptus aenea,Eucalyptus viridis,,Species,D.Nicolle,"Gungal, NSW",32,17,34,150,24,40,84,17,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-32.29277778,150.4111111,Eucalyptus aenea,NSW,Lignotuber,Y,4056,1676,0.4056,16.45416641,22.45000076,10.11666679,680,102,38,31.40886116,240,121,240,121,11.27499962,45.83333588,496.434845,28.89999962,4.300000191,24.59999847,22.45000076,10.11666679,0.1676,679.8324,
2083,1998,R084/T18,Eucalyptus viridis,Eucalyptus aenea,Adnataria,x,10.9,10.63,8.27,7.99,2.55,2.04,1.695,Eucalyptus aenea,Eucalyptus viridis,,Species,D.Nicolle,"Gungal, NSW",32,17,34,150,24,40,84,18,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-32.29277778,150.4111111,Eucalyptus aenea,NSW,Lignotuber,Y,4056,1676,0.4056,16.45416641,22.45000076,10.11666679,680,102,38,31.40886116,240,121,240,121,11.27499962,45.83333588,496.434845,28.89999962,4.300000191,24.59999847,22.45000076,10.11666679,0.1676,679.8324,
2104,1998,R150/T01,Eucalyptus rhombica,Eucalyptus rhombica,Adnataria,x,12.05,11.35,9.14,8.76,3.09,2.16,3.0151,Eucalyptus rhombica,Eucalyptus rhombica,,Species,D.Nicolle,"Karara, Qld",28,7,43,151,30,56,150,1,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-28.12861111,151.5155556,Eucalyptus rhombica,Qld,Combination,Y,3714,1827,0.3714,17.64999962,23.33333397,11.0666666,679,95,26,38.47336578,254,99,254,99,13.10000038,49.80988693,497.0321045,30.29999924,4,26.29999924,23.33333397,11.0666666,0.1827,678.8173,
2104,1998,R150/T03,Eucalyptus rhombica,Eucalyptus rhombica,Adnataria,x,7.8,7.92,6.16,5.75,1.43,1.04,3.0925,Eucalyptus rhombica,Eucalyptus rhombica,,Species,D.Nicolle,"Karara, Qld",28,7,43,151,30,56,150,3,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-28.12861111,151.5155556,Eucalyptus rhombica,Qld,Combination,Y,3714,1827,0.3714,17.64999962,23.33333397,11.0666666,679,95,26,38.47336578,254,99,254,99,13.10000038,49.80988693,497.0321045,30.29999924,4,26.29999924,23.33333397,11.0666666,0.1827,678.8173,
2104,1998,R150/T04,Eucalyptus rhombica,Eucalyptus rhombica,Adnataria,x,10.74,10.19,8,7.46,2.13,1.53,2.8334,Eucalyptus rhombica,Eucalyptus rhombica,,Species,D.Nicolle,"Karara, Qld",28,7,43,151,30,56,150,4,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-28.12861111,151.5155556,Eucalyptus rhombica,Qld,Combination,Y,3714,1827,0.3714,17.64999962,23.33333397,11.0666666,679,95,26,38.47336578,254,99,254,99,13.10000038,49.80988693,497.0321045,30.29999924,4,26.29999924,23.33333397,11.0666666,0.1827,678.8173,
2116,1998,R150/T09,Eucalyptus virens,Eucalyptus virens,Adnataria,x,9.09,8.56,6.06,7.16,1.59,1.09,1.1399,Eucalyptus virens,Eucalyptus virens,,Species,D.Nicolle,"Maranoa River, Qld",25,11,59,147,56,10,150,9,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-25.19972222,147.9361111,Eucalyptus virens,Qld,Combination,Y,3058,2000,0.3058,18.39583397,24.56666565,11.23333359,612,96,21,50.99863434,263,73,263,79,13.92500019,48.85964966,541.4897461,31.79999924,3.299999952,28.5,24.56666565,12.78333378,0.2,611.8,
2116,1998,R150/T12,Eucalyptus virens,Eucalyptus virens,Adnataria,x,8.52,7.95,6.3,5.65,1.64,1.0432,1.08,Eucalyptus virens,Eucalyptus virens,,Species,D.Nicolle,"Maranoa River, Qld",25,11,59,147,56,10,150,10,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-25.19972222,147.9361111,Eucalyptus virens,Qld,Combination,Y,3058,2000,0.3058,18.39583397,24.56666565,11.23333359,612,96,21,50.99863434,263,73,263,79,13.92500019,48.85964966,541.4897461,31.79999924,3.299999952,28.5,24.56666565,12.78333378,0.2,611.8,
2116,1998,R150/T11,Eucalyptus virens,Eucalyptus virens,Adnataria,x,9.83,9.32,6.55,6.77,1.66,1.2,1.6577,Eucalyptus virens,Eucalyptus virens,,Species,D.Nicolle,"Maranoa River, Qld",25,11,59,147,56,10,150,11,Alive,None evident,0,None evident,0,?,,,,,,None evident,,,1998,0,-25.19972222,147.9361111,Eucalyptus virens,Qld,Combination,Y,3058,2000,0.3058,18.39583397,24.56666565,11.23333359,612,96,21,50.99863434,263,73,263,79,13.92500019,48.85964966,541.4897461,31.79999924,3.299999952,28.5,24.56666565,12.78333378,0.2,611.8,
2107,1998,R151/T09,Eucalyptus major,Eucalyptus major,Exsertaria,x,8.49,7.5,6.57,5.58,1.91,1.26,2.0138,Eucalyptus major,Eucalyptus major,,Species,D.Nicolle,"Helidon Hills, Qld",27,31,7,152,9,39,151,9,Alive,Slight,1,Slight,1,?,None evident,,,,,None evident,,,1998,0,-27.51861111,152.1608333,Eucalyptus major,"Qld,NSW",Combination,Y,4423,1804,0.4423,18.52499962,23.38333321,12.76666641,798,117,27,46.9782753,330,97,330,99,11.10000038,49.55357361,429.6166077,29,6.599999905,22.39999962,23.38333321,13.6833334,0.1804,797.8196,
2107,1998,R151/T10,Eucalyptus major,Eucalyptus major,Exsertaria,x,8.64,8.74,7.15,6.88,1.95,1.18,1.9381,Eucalyptus major,Eucalyptus major,,Species,D.Nicolle,"Helidon Hills, Qld",27,31,7,152,9,39,151,10,Alive,Slight,1,Slight,1,?,None evident,,,,,None evident,Flowered,Flowered,1998,0,-27.51861111,152.1608333,Eucalyptus major,"Qld,NSW",Combination,Y,4423,1804,0.4423,18.52499962,23.38333321,12.76666641,798,117,27,46.9782753,330,97,330,99,11.10000038,49.55357361,429.6166077,29,6.599999905,22.39999962,23.38333321,13.6833334,0.1804,797.8196,
2106,1998,R151/T18,Eucalyptus taurina,Eucalyptus taurina,Adnataria,x,12.58,11.73,8.6,9.32,3.32,2.26,2.9,Eucalyptus taurina,Eucalyptus taurina,,Species,D.Nicolle,"Helidon Hills, Qld",27,31,36,152,9,22,151,18,Alive,Moderate,2,Slight,1,?,Moderate,Tertiary branches,3 - 6 months,Slight,,Slight,Flowered,Flowered,1998,1,-27.52666667,152.1561111,Eucalyptus taurina,Qld,Combination,Y,4324,1826,0.4324,18.78333282,23.70000076,12.96666718,790,112,26,47.40969849,324,92,324,92,11.58333397,50.14430237,434.7482605,29.5,6.400000095,23.10000038,23.70000076,12.96666718,0.1826,789.8174,
2106,1998,R151/T19,Eucalyptus taurina,Eucalyptus taurina,Adnataria,x,10.23,10.74,8.14,8.58,2.53,1.38,2.8321,Eucalyptus taurina,Eucalyptus taurina,,Species,D.Nicolle,"Helidon Hills, Qld",27,31,36,152,9,22,151,19,Alive,Slight,1,Slight,1,?,Moderate,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1998,0,-27.52666667,152.1561111,Eucalyptus taurina,Qld,Combination,Y,4324,1826,0.4324,18.78333282,23.70000076,12.96666718,790,112,26,47.40969849,324,92,324,92,11.58333397,50.14430237,434.7482605,29.5,6.400000095,23.10000038,23.70000076,12.96666718,0.1826,789.8174,
2106,1998,R151/T20,Eucalyptus taurina,Eucalyptus taurina,Adnataria,x,9.12,9.09,6.57,6.59,2.09,1.32,1.5407,Eucalyptus taurina,Eucalyptus taurina,,Species,D.Nicolle,"Helidon Hills, Qld",27,31,36,152,9,22,151,20,Alive,Slight,1,Slight,1,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1998,0,-27.52666667,152.1561111,Eucalyptus taurina,Qld,Combination,Y,4324,1826,0.4324,18.78333282,23.70000076,12.96666718,790,112,26,47.40969849,324,92,324,92,11.58333397,50.14430237,434.7482605,29.5,6.400000095,23.10000038,23.70000076,12.96666718,0.1826,789.8174,
2111,1998,R151/T22,Eucalyptus melanoleuca,Eucalyptus melanoleuca,Adnataria,x,12.51,11.71,9.37,9.79,3.93,2.52,3.5688,Eucalyptus melanoleuca,Eucalyptus melanoleuca,,Species,D.Nicolle,"Yarraman, Qld",26,47,12,151,57,27,151,22,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-26.78666667,151.9575,Eucalyptus melanoleuca,Qld,Combination,Y,4731,1754,0.4731,17.71666718,22.63333321,11.83333302,830,118,34,44.20698547,340,114,340,114,11.46666718,49.42528915,437.1152039,28.39999962,5.199999809,23.20000076,22.63333321,11.83333302,0.1754,829.8246,
2111,1998,R151/T23,Eucalyptus melanoleuca,Eucalyptus melanoleuca,Adnataria,x,8.72,9.52,7.24,6.65,1.42,0.94,2.9723,Eucalyptus melanoleuca,Eucalyptus melanoleuca,,Species,D.Nicolle,"Yarraman, Qld",26,47,12,151,57,27,151,23,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-26.78666667,151.9575,Eucalyptus melanoleuca,Qld,Combination,Y,4731,1754,0.4731,17.71666718,22.63333321,11.83333302,830,118,34,44.20698547,340,114,340,114,11.46666718,49.42528915,437.1152039,28.39999962,5.199999809,23.20000076,22.63333321,11.83333302,0.1754,829.8246,
2111,1998,R151/T24,Eucalyptus melanoleuca,Eucalyptus melanoleuca,Adnataria,x,9.78,9.84,7.27,6.52,1.99,1.4,2.2491,Eucalyptus melanoleuca,Eucalyptus melanoleuca,,Species,D.Nicolle,"Yarraman, Qld",26,47,12,151,57,27,151,24,Alive,Slight,1,None evident,0,?,None evident,,,,,None evident,Flowered,Flowered,1998,0,-26.78666667,151.9575,Eucalyptus melanoleuca,Qld,Combination,Y,4731,1754,0.4731,17.71666718,22.63333321,11.83333302,830,118,34,44.20698547,340,114,340,114,11.46666718,49.42528915,437.1152039,28.39999962,5.199999809,23.20000076,22.63333321,11.83333302,0.1754,829.8246,
2099,1998,R151/T29,Eucalyptus ophitica,Eucalyptus ophitica,Adnataria,x,12.94,12.48,10.23,9.61,3.7,2.28,5.3574,Eucalyptus ophitica,Eucalyptus ophitica,,Species,D.Nicolle,"Baryulgil, NSW",29,17,38,152,38,11,151,29,Alive,Slight,1,None evident,0,?,None evident,,,,,None evident,Flowered,Flowered,1998,0,-29.29388889,152.6363889,Eucalyptus ophitica,NSW,Combination,Y,6461,1696,0.6461,18.48749924,23.08333397,13.08333302,1096,169,30,53.71137238,471,108,471,121,11.17500019,50.56560898,403.8965149,28.70000076,6.599999905,22.10000038,23.08333397,14.05000019,0.1696,1095.8304,
2099,1998,R151/T30,Eucalyptus ophitica,Eucalyptus ophitica,Adnataria,x,11.2,11.15,8.06,8.44,2.83,2.03,3.7803,Eucalyptus ophitica,Eucalyptus ophitica,,Species,D.Nicolle,"Baryulgil, NSW",29,17,38,152,38,11,151,30,Alive,Slight,1,None evident,0,?,None evident,,,,,None evident,Flowered,Flowered,1998,0,-29.29388889,152.6363889,Eucalyptus ophitica,NSW,Combination,Y,6461,1696,0.6461,18.48749924,23.08333397,13.08333302,1096,169,30,53.71137238,471,108,471,121,11.17500019,50.56560898,403.8965149,28.70000076,6.599999905,22.10000038,23.08333397,14.05000019,0.1696,1095.8304,
2099,1998,R151/T32,Eucalyptus ophitica,Eucalyptus ophitica,Adnataria,x,12.19,11.26,8.25,9.53,2.71,4.8078,1.88,Eucalyptus ophitica,Eucalyptus ophitica,,Species,D.Nicolle,"Baryulgil, NSW",29,17,38,152,38,11,151,31,Alive,None evident,0,None evident,0,?,,,,,,None evident,Flowered,Flowered,1998,0,-29.29388889,152.6363889,Eucalyptus ophitica,NSW,Combination,Y,6461,1696,0.6461,18.48749924,23.08333397,13.08333302,1096,169,30,53.71137238,471,108,471,121,11.17500019,50.56560898,403.8965149,28.70000076,6.599999905,22.10000038,23.08333397,14.05000019,0.1696,1095.8304,
